Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2
Public,4038,C04,B10,15,4039.25,,4029.25,0.43,0.19,0.03,1.87,0.003,0.31,0.06,34.53,0.01,198.67,0.69,111,30,40,6.07,12.59,21.39,24.63,2.64,11.62,9.8,6,2,5,10,563.81,2.05,13.55,2.54,6,Formation 2,
Public,4038,C04,B10,17,4039.42,,4029.42,0.37,10.65,0.12,2.36,0.07,0.26,0.06,28.72,0.01,344.96,0.51,111,58.25,40,6.19,9.8,18.57,13.16,0.67,6.98,6.78,6,2,6.37,10,748.14,2.78,5,3.52,6,Formation 2,
Public,4038,C04,B10,19,4039.58,,4029.58,0.42,0.39,0.015,1.85,0.003,0.22,0.07,38.1,0.01,191.7,0.72,111,30,40,7.28,7.69,17.76,22.68,2.94,13.28,10.67,6,2,5,10,600.03,2.68,11.06,3.65,6,Formation 2,
Public,4038,C04,B10,21,4039.75,,4029.75,0.44,4.6,0.25,2.87,0.1,0.29,0.09,29.01,0.02,297.26,0.59,111,30,40,6.96,10.33,19.7,18.38,2.45,12.53,10.39,6,2,9.11,10,644.86,7.18,10.32,4.62,6,Formation 2,
Public,4038,C04,B10,23,4039.92,,4029.92,0.48,2.2,0.23,2.84,0.07,0.36,0.1,30.58,0.02,248.03,0.63,111,30,40,6.23,8.5,20.05,24.84,3.59,7.4,8.29,6,2,15.92,10,629.73,9.04,10.5,2.82,6,Formation 2,
Public,4038,C04,B10,25,4040.08,,4030.08,0.6,0.04,0.015,1.85,0.003,0.21,0.04,29.73,0.003,166.97,0.67,111,30,40,6.86,14.84,22.83,21.48,4.12,8.56,9.14,6,2,11.55,10,673.49,8.14,5,2.07,6,Formation 2,
Public,4038,C04,B10,27,4040.25,,4030.25,0.56,2.01,0.09,2.72,0.05,0.2,0.04,23.76,0.01,285.57,0.54,111,30,40,6.4,10.51,20.11,17.67,2.08,11.18,10.13,6,2,5.01,10,717.93,4.94,5,3.77,6,Formation 2,
Public,4038,C04,B10,29,4040.42,,4030.42,0.46,4.18,0.31,3.25,0.11,0.4,0.1,28.83,0.02,285.04,0.58,111,58.65,40,6.22,11.22,18.05,22.73,2.34,9.11,8.32,6,2,10.14,10,655.46,6.8,7.93,4.02,6,Formation 2,
Public,4038,C04,B10,31,4040.58,,4030.58,0.45,1.72,0.53,3.23,0.06,0.39,0.15,30.2,0.02,251.46,0.67,111,30,40,6.62,11.93,22.02,33.5,3.07,8.91,8.73,6,2,11.36,10,526.26,7.66,13.67,3.25,6,Formation 2,
Public,4038,C04,B10,33,4040.75,,4030.75,0.53,2.51,0.31,3.11,0.13,0.32,0.09,26.2,0.01,289,0.55,111,38.69,40,6.19,11.85,19.5,21.37,2.07,11.91,8.76,6,2,9.69,10,662.33,5.51,6.46,3.03,6,Formation 2,
Public,4038,C04,B10,35,4040.92,,4030.92,0.41,3.06,0.35,3.28,0.13,0.99,0.12,28.77,0.02,288.54,0.58,111,42.57,40,7.24,10.09,17.34,29.32,2.59,5.99,6.11,6,2.11,14.59,10,664.26,9.22,10.43,3.87,6,Formation 2,
Public,4038,C04,B10,37,4041.08,,4031.08,0.44,2.31,0.22,3.29,0.1,0.33,0.08,31.51,0.01,260.71,0.58,111,36.08,40,6.23,9.15,18.37,19.62,2.39,9.33,9.47,6,2,5.43,10,644.67,5.16,9.36,3.6,6,Formation 2,
Public,4038,C04,B10,39,4041.25,,4031.25,0.45,4.78,0.22,3.1,0.12,0.29,0.08,29.07,0.02,320.81,0.52,111,59.75,40,6.59,8.46,15.93,16.58,2.32,9.25,6.28,6,2,5,10,670.79,5.33,5,2.41,6,Formation 2,
Public,4038,C04,B10,41,4041.42,,4031.42,0.48,0.51,0.03,2.48,0.003,0.29,0.06,33.91,0.01,202.66,0.64,111,30,40,6.86,8.56,22.75,20.61,2.06,9.85,6.69,6,2,5,10,586.6,4.29,10.48,2.85,6,Formation 2,
Public,4038,C04,B10,43,4041.58,,4031.58,0.48,0.72,0.13,2.77,0.003,0.3,0.07,33.14,0.01,209.68,0.65,111,30,40,6.84,14.58,21.06,20.77,3.61,7.78,7.55,6,2,8.09,10,662.51,10.59,7.23,2.78,6,Formation 2,
Public,4038,C04,B10,45,4041.75,,4031.75,0.53,0.66,0.07,3.29,0.16,0.28,0.09,31.37,0.01,213.81,0.63,111,30,40,5.86,11.56,23.75,29.36,2.67,12.61,10.57,6,2.01,10.28,10,607.63,8.53,11.36,2.95,6,Formation 2,
Public,4038,C04,B10,47,4041.92,,4031.92,0.53,0.04,0.07,2.7,0.003,0.27,0.07,32.56,0.01,203.64,0.64,111,30,40,7.63,14.78,24.52,19.48,4.77,7.29,8.14,6,2,7.18,10,625.85,6.08,9.61,3.31,6,Formation 2,
Public,4038,C04,B10,49,4042.08,,4032.08,0.42,0.35,0.12,2.17,0.003,0.49,0.06,36.49,0.01,198.56,0.68,111,30,40,7.17,12.64,21.43,20.8,3.33,9.23,10.11,6,2,6.32,10,602.71,9.95,7.52,2.7,6,Formation 2,
Public,4038,C04,B10,51,4042.25,,4032.25,0.49,0.04,0.02,2.01,0.003,0.3,0.06,32.99,0.003,189.79,0.69,111,30,40,7.45,15.08,26.32,22.93,4.74,7.7,9.71,6,2,8.8,10,607.53,7.4,8.59,0.97,6,Formation 2,
Public,4038,C04,B10,53,4042.42,,4032.42,0.65,0.04,0.015,2.09,0.02,0.24,0.04,29.23,0.01,186.8,0.63,111,30,40,7,18.5,22.92,21.79,3.42,8.76,9.7,6,2,6.27,10,617.19,7.08,9.06,2.66,6,Formation 2,
Public,4038,C04,B10,55,4042.58,,4032.58,0.35,0.74,0.06,2.75,0.003,0.31,0.08,36.75,0.01,204.8,0.69,111,34.4,40,7.23,13.41,20.44,22.02,3.06,10.88,10.41,6,2,6.2,10,601.99,7.94,11.33,2.87,6,Formation 2,
Public,4038,C04,B10,57,4042.75,,4032.75,0.4,0.42,0.08,2.54,0.003,0.43,0.08,36.14,0.01,206.56,0.7,111,30,40,7.39,12.66,23.73,19.87,2.88,10.45,9.11,6,2,10.95,10,642.36,8.03,9.76,2.3,6,Formation 2,
Public,4038,C04,B10,59,4042.92,,4032.92,0.4,0.65,0.06,2.14,0.003,0.38,0.07,37.43,0.01,213.06,0.69,111,30,40,7.16,17.06,23.39,22.75,3.28,9.32,10.43,6,2,7.51,10,664.83,10.26,5,4.47,6,Formation 2,
Public,4038,C04,B10,61,4043.08,,4033.08,0.45,0.31,0.03,2.07,0.003,0.41,0.07,36.46,0.01,201.2,0.72,111,30,40,7.04,11.47,23.45,24.66,4.46,10.79,9.67,6,2,5,10,682.43,3.8,6.72,2.37,6,Formation 2,
Public,4038,C04,B10,63,4043.25,,4033.25,0.56,0.33,0.015,2.47,0.003,0.28,0.06,30.96,0.01,207.55,0.63,111,30,40,6.49,10.6,19.53,17.27,1.98,6.18,11.15,6,2,7.96,10,733.88,2.64,5,2.26,6,Formation 2,
Public,4038,C04,B10,65,4043.42,,4033.42,0.42,0.19,0.04,2.1,0.003,0.28,0.06,35.28,0.01,216.59,0.69,111,30,40,6.64,11.38,23.29,22.39,4.36,10.82,10.27,6,2,5,10.06,717.42,2.5,5,2.72,6,Formation 2,
Public,4038,C04,B10,67,4043.58,,4033.58,0.45,0.24,0.015,1.83,0.003,0.42,0.07,36.87,0.01,183.56,0.75,111,30,40,7.26,17.83,28.35,20.12,3.1,11.58,9.59,6,2,11.33,10,603.99,8.14,10.9,3.33,6,Formation 2,
Public,4038,C04,B10,69,4043.75,,4033.75,0.47,0.42,0.03,1.73,0.003,0.28,0.07,37.6,0.01,206.66,0.73,111,30,40,7.68,8.67,20.91,24.7,2.74,8.86,9.79,6,2,6.07,10,680.64,3.92,8.23,2.78,6,Formation 2,
Public,4038,C04,B10,71,4043.92,,4033.92,0.51,0.04,0.06,2.27,0.003,0.24,0.06,31.16,0.01,200.12,0.68,111,30,40,7.44,6.32,22.2,23.8,4.2,7.96,8.85,6,2,5,11.34,755.41,4.5,5,2.14,6,Formation 2,
Public,4038,C04,B10,73,4044.08,,4034.08,0.44,4.22,4.67,7.49,0.39,1.28,0.48,21.37,0.17,281.08,1.22,1177.17,54.51,66.68,6.72,30.06,26.73,77.38,9.76,15.71,14.43,6,3.72,38.28,10,483.29,20.57,73.34,7.17,6,Formation 2,
Public,4038,C04,B10,75,4044.25,,4034.25,0.4,1.95,0.45,2.98,0.003,0.29,0.13,34.85,0.02,246.35,0.7,111,38.58,40,6.38,13.73,23.24,25.55,3.71,11.37,9.81,6,2.2,9.61,12.09,665.43,10.23,8.32,4.38,6,Formation 2,
Public,4038,C04,B10,77,4044.42,,4034.42,0.39,0.56,0.15,2.26,0.003,0.25,0.08,36.74,0.01,211.16,0.7,111,30,40,6.78,9.82,24.33,21.16,3.95,12.05,11.64,6,2,9.21,10,668.11,12.06,9.58,3.68,6,Formation 2,
Public,4038,C04,B10,79,4044.58,,4034.58,0.43,0.66,0.05,2.17,0.003,0.29,0.08,37.02,0.01,198.84,0.71,111,30,40,6.91,14.49,24.75,21.43,3.33,10.45,10.82,6,2,7.72,10,692.11,10.23,9.15,2.42,6,Formation 2,
Public,4038,C04,B10,81,4044.75,,4034.75,0.41,2.09,0.24,2.84,0.003,0.37,0.09,34.46,0.01,240.62,0.68,111,30.68,40,6.88,6.62,21.36,23.36,3.51,9.24,8.23,6,2.05,10.99,10,671.59,8.51,7.47,2.85,6,Formation 2,
Public,4038,C04,B10,83,4044.92,,4034.92,0.43,0.83,0.22,2.51,0.003,0.34,0.08,34.33,0.01,226.89,0.66,111,30,40,7.73,12.06,18.98,21.17,3.15,11.59,9.51,6,2,7.49,10,669.09,4.99,5.24,3.58,6,Formation 2,
Public,4038,C04,B10,85,4045.08,,4035.08,0.59,0.04,0.11,2.16,0.003,0.26,0.07,33.52,0.01,200.54,0.69,111,30,40,6.9,11.82,26.24,26.69,4.25,7.28,10.16,6,2,8.35,10,608.1,7.57,9.54,2,6,Formation 2,
Public,4038,C04,B10,87,4045.25,,4035.25,0.43,0.4,0.1,2.18,0.003,0.29,0.07,36.12,0.02,211.15,0.71,111,30,40,6.99,5,19.77,24.61,1.84,11.78,10.33,6,2,5.11,10,700.35,6.83,5,1.89,6,Formation 2,
Public,4038,C04,B10,89,4045.42,,4035.42,0.47,0.16,0.1,2.05,0.003,0.25,0.06,34.36,0.01,218.69,0.66,111,30,40,7.55,12.62,22.75,24.89,2.02,11.95,9.92,6,2,5,10,711.16,6.49,5.34,1.19,6,Formation 2,
Public,4038,C04,B10,91,4045.58,,4035.58,0.58,0.04,0.11,2.34,0.003,0.28,0.07,31.18,0.01,204.98,0.67,111,30,40,7.54,11.05,22.63,20.82,3.71,8.1,8.07,6,2,9.59,10,730.09,9.73,5,1.46,6,Formation 2,
Public,4038,C04,B10,93,4045.75,,4035.75,0.47,0.04,0.08,2.15,0.003,0.29,0.06,34.65,0.01,198.51,0.71,111,30,40,6.69,7.85,26.04,28.46,2.59,7.64,9.06,6,2,6.93,10,661.44,6.13,7.9,2.22,6,Formation 2,
Public,4038,C04,B10,95,4045.92,,4035.92,0.46,0.87,0.31,3.35,0.01,0.29,0.1,32.7,0.02,231.73,0.63,111,30,40,6.78,20.19,21.39,27.56,2.52,8.2,7.9,6,2.25,10.38,13.41,707.42,6.33,9.17,2.78,6,Formation 2,
Public,4038,C04,B10,97,4046.08,,4036.08,0.4,0.4,0.05,1.81,0.003,0.27,0.07,38.14,0.01,225.24,0.72,111,30,40,6.92,12.31,23.93,21.68,3.99,13.26,11.09,6,2,7.04,10,652.7,6.43,13.03,3.77,6,Formation 2,
Public,4038,C04,B10,99,4046.25,,4036.25,0.37,0.52,0.02,1.81,0.003,0.3,0.07,37.02,0.01,203.74,0.71,111,30,40,7.23,12.85,23.97,25.28,1.79,8.24,10.53,6,2,5,10.05,639.02,5.07,12.49,1.04,6,Formation 2,
Public,4038,C04,B10,101,4046.42,,4036.42,0.52,0.04,0.015,1.78,0.003,0.25,0.07,35.65,0.01,193.17,0.74,111,30,40,7.41,18.8,22.54,23.2,2.32,10.55,9.42,6,2,5,10,693.42,9.41,5,4.16,6,Formation 2,
Public,4038,C04,B10,103,4046.58,,4036.58,0.47,0.38,0.34,2.77,0.03,0.28,0.13,35.14,0.01,206.16,0.74,111,30,40,6.65,7.79,22.51,34.53,4.56,11.31,10.04,6,2.11,13.41,10,631.69,13.81,16.62,3.09,6,Formation 2,
Public,4038,C04,B10,105,4046.75,,4036.75,0.46,0.32,0.65,2.96,0.003,0.24,0.1,34.86,0.01,215.15,0.7,111,30,40,6.96,8.53,22.21,18.8,2.37,9.88,8.89,6,2,8.92,10,657.41,14.59,5.91,3.34,6,Formation 2,
Public,4038,C04,B10,107,4046.92,,4036.92,0.49,0.19,0.41,2.81,0.003,0.23,0.09,33.88,0.01,220.09,0.68,111,30,40,6.97,19.1,23.02,32.03,2.78,9.84,9.75,6,2,9.33,10,636.17,10.7,14.18,2.95,6,Formation 2,
Public,4038,C04,B10,109,4047.08,,4037.08,0.49,0.5,0.27,2.31,0.003,0.28,0.07,33.6,0.01,212.95,0.65,111,30,40,7.28,13.14,23.79,19.81,3.09,9.62,9.89,6,2,7.24,10,700.42,15.15,7.37,4.66,6,Formation 2,
Public,4038,C04,B10,111,4047.25,,4037.25,0.49,0.17,0.19,2.52,0.003,0.26,0.08,34.56,0.01,206.15,0.64,111,30,40,6.76,5,21.97,21.14,3.4,9.23,10.35,6,2,8.87,10,628.39,10.24,7.73,3.66,6,Formation 2,
Public,4038,C04,B10,113,4047.42,,4037.42,0.44,1.16,0.23,2.98,0.003,0.26,0.1,33.58,0.01,236.8,0.66,111,30,40,6.87,8.37,19.55,22.79,2.79,11.26,9.38,6,2.04,12.84,10,633.29,8.21,12.36,2.55,6,Formation 2,
Public,4038,C04,B10,115,4047.58,,4037.58,0.4,0.34,0.16,2.63,0.003,0.25,0.08,35.15,0.01,227.19,0.68,111,30,40,7.05,15.12,24.38,16.58,4.1,9.91,10.24,6,2,10.47,10,615.88,11.22,7.96,5.28,6,Formation 2,
Public,4038,C04,B10,117,4047.75,,4037.75,0.69,0.04,0.015,2.21,0.003,0.17,0.04,25.51,0.003,183.13,0.68,111,30,40,7.33,8.32,21.61,17.7,3.89,13.53,10.8,6,2,5,10,586.8,10.21,9.05,4.38,6,Formation 2,
Public,4038,C04,B10,119,4047.92,,4037.92,0.44,0.67,0.015,2.24,0.02,0.23,0.08,36.7,0.01,206.43,0.76,111,30,40,7.13,12.57,23.26,19.01,4.3,8.77,9.8,6,2,6.36,10.91,691.16,5.45,7.28,2.4,6,Formation 2,
Public,4048,C04,B11,1,4048.08,,4038.08,0.42,5.2,0.18,3.07,0.1,0.25,0.1,30.61,0.02,310.57,0.61,111,44,40,6.13,6.23,14.78,13.7,2.52,5.14,6.9,6,2,10.21,10,672.43,5.98,5,3.14,6,Formation 2,
Public,4048,C04,B11,3,4048.25,,4038.25,0.41,0.6,0.06,2.26,0.003,0.25,0.07,36.5,0.01,213.49,0.69,111,30,40,6.48,5,19.38,21.84,1.52,8.32,8.53,6,2,11.34,10,693.25,6.51,5,4.01,6,Formation 2,
Public,4048,C04,B11,5,4048.42,,4038.42,0.47,4.83,0.05,2.71,0.06,0.21,0.04,24.02,0.01,374.3,0.42,111,60.27,40,7.07,5,15.47,24.27,1.57,10.01,8.79,6,2,8.95,10,687.41,5.64,5,1.18,6,Formation 2,
Public,4048,C04,B11,7,4048.58,,4038.58,0.41,5.13,0.2,3.47,0.03,0.27,0.09,30.89,0.01,329.73,0.54,111,61.33,40,6.28,5,14.28,15.32,2.27,9.42,8.88,6,2,9.53,10.47,672.01,4.36,5,2.79,6,Formation 2,
Public,4048,C04,B11,9,4048.75,,4038.75,0.41,3.48,0.2,3.37,0.01,0.27,0.09,32.71,0.01,267.88,0.61,111,30,40,6.56,5,15.15,20.52,2.41,7.34,7.5,6,2,9.95,10,641.9,4.72,6.76,2.12,6,Formation 2,
Public,4048,C04,B11,11,4048.92,,4038.92,0.39,0.55,0.07,1.99,0.003,0.21,0.07,38.91,0.01,215.19,0.72,111,30,40,6.41,11.14,21.45,19.07,3.55,10.63,10.87,6,2,10.04,10,767.53,9.45,5,2.38,6,Formation 2,
Public,4048,C04,B11,13,4049.08,,4039.08,0.43,0.3,0.03,1.99,0.003,0.22,0.07,36.75,0.01,206.32,0.72,111,30,40,7.55,14.08,22.29,24.36,1.97,11.47,9.15,6,2,6.41,10,637.99,1.78,9.3,1.93,6,Formation 2,
Public,4048,C04,B11,15,4049.25,,4039.25,0.39,0.32,0.11,2.3,0.003,0.25,0.08,36.71,0.01,197.54,0.73,111,30,40,6.75,7.81,19.72,21.03,4,8.17,7.63,6,2,9.17,10,628.13,7.58,9.16,3.99,6,Formation 2,
Public,4048,C04,B11,17,4049.42,,4039.42,0.4,4.03,0.34,3.71,0.04,0.4,0.11,32.55,0.02,284.55,0.59,111,46.16,40,5.3,8.64,17.63,18.49,3.32,11.45,11.45,6,2,14.25,10,656.71,6.54,8.24,2.64,6,Formation 2,
Public,4048,C04,B11,19,4049.58,,4039.58,0.41,0.57,0.05,2.1,0.003,0.26,0.07,38.59,0.01,214.22,0.67,111,30,40,6.94,15.15,24.68,21.37,3.12,9.3,10.68,6,2,8.81,10,739.58,6.12,5,1.59,6,Formation 2,
Public,4048,C04,B11,21,4049.75,,4039.75,0.49,0.22,0.015,1.96,0.003,0.23,0.07,35.83,0.01,184.25,0.71,111,30,40,6.79,12.84,22.33,20.23,4.05,8.57,9.12,6,2,8.74,10,611.65,7.28,7.68,3.53,6,Formation 2,
Public,4048,C04,B11,23,4049.92,,4039.92,0.5,0.29,0.015,1.85,0.003,0.27,0.06,37.11,0.01,193.69,0.73,111,30,40,7.56,10.37,23.97,21.4,3.26,8.77,9.39,6,2,5.78,10,643.41,5.46,7.48,4.15,6,Formation 2,
