Lease_Name,Top_Depth,Box,Inch,Depth_calculated,XRF_adjusted_depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,TOC,d13Ccorr,TON,CN,d15N,d13C_carb,d18O_carb,TIC,QUARTZ,K-FELDSPAR,PLAGIOCLASE,CALCITE,SIDERITE,DOLOMITE,Fe_DOLOMITE,PYRITE,FLUORAPATITE,TOTAL CLAY,Average_UCS_MPa,Formation
Core-01,4789,B31,75,4795.25,,0.37,2.02,2.22,7.76,0.05,0.88,0.18,20.23,0.09,181.87,1.4,0,58.82,27.48,3.76,24.08,18.35,22.11,6.05,6.47,10.62,,3.47,36.06,3.2,453.69,14.95,46.39,4.7,2.48,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,77,4795.416667,,0.27,0.27,0.51,5.11,0.05,0.64,0.03,29.76,0.02,197.84,0.93,0,80.78,6.76,7.24,18.71,18.92,23.08,4.62,6.84,9.15,,1.52,11.61,0,399.73,12.46,18.56,3.56,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,79,4795.583333,,0.33,0.55,0.46,5.04,0.08,2.32,0.02,30.56,0.02,193.56,0.97,0,80,8.39,6.69,20.01,21.4,19.8,3.99,10.76,11.74,,1.86,13.74,0.47,414.21,8.46,10.8,3.27,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,81,4795.75,,0.29,0.27,0.8,5.72,0.04,0.42,0.01,23.16,0.02,196.46,1.05,0,70.33,10.99,7.68,24.58,21.85,18.99,5.11,9.73,9.9,,2.57,24.2,0,414.44,15.85,21.98,3.28,2.9,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,83,4795.916667,,0.26,0.28,0.8,5.74,0.05,0.43,0.07,26.95,0.03,194.72,1.01,0,73.25,8.69,3.87,26.37,19.16,16.76,6.54,13.88,11.7,,2.2,21.99,0,402.77,15.22,29.36,3.73,1.77,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,85,4796.083333,,0.35,1.62,2.45,7.91,0.12,0.83,0.32,23.83,0.11,181.54,1.38,424.85,53.06,32.57,3.4,12.38,17.66,17.49,7.6,6.52,11.18,,3.55,37.98,1.09,410.71,21.87,45.88,6.45,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,87,4796.25,,0.28,0.38,0.8,5.55,0.05,0.64,0.08,28.79,0.03,193.67,1.06,0,78.24,9.62,7.17,20.58,19.96,20.51,4.83,8.17,9.4,,2.26,15.96,3.88,383.03,11.97,18.14,4.32,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,89,4796.416667,,0.28,0.38,1.26,6.29,0.06,0.61,0.16,25.89,0.05,190.16,1.22,0,66.71,16.6,8.1,22.72,18.89,22.63,5.66,7.46,10.22,,2.33,29.38,0,397.38,20.74,30.01,5.16,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,91,4796.583333,,0.3,0.55,2.11,7.07,0.06,0.65,0.25,26.05,0.08,188.29,1.28,37.03,57.7,25.59,6.18,23.11,19.52,18.77,7.88,16.83,14.73,,3.68,43.58,0,384.88,18.96,55.28,5.72,2.22,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,93,4796.75,,0.3,0.43,2.26,7.23,0.05,0.56,0.27,26.09,0.08,188.78,1.22,131.67,53.17,27.29,5.21,31.66,20.32,20.29,7.99,14.2,12.52,,2.95,34.83,0,404.36,17.38,46.14,4.93,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,95,4796.916667,,0.26,0.24,0.47,5.07,0.04,0.39,0.03,30.61,0.02,196.69,0.98,0,80.81,3.8,6.37,18.64,19.27,18.96,3.64,10.96,10.57,,1.48,17,0,401.75,16.58,20,3.11,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,1,4797.083333,,0.25,0.18,0.46,5.08,0.05,0.55,0,29.16,0.02,198.84,0.98,0,78.87,3.68,7.13,19.85,18.55,17.49,3.61,6.56,8.82,,1.75,11.68,0,400.21,8.81,13.45,3.6,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,3,4797.25,,0.28,0.29,0.42,4.97,0.05,0.74,0,30.66,0.02,198.12,1.01,0,80.97,4.99,5.64,34.96,22.85,18.51,3.67,16.46,13.63,,1.34,15.22,0,411.48,9.39,11.16,3.41,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,5,4797.416667,,0.28,0.48,1.05,6,0.05,0.5,0.11,28.16,0.04,190.51,1.14,0,73.83,16.19,6.71,18.31,18.76,19.27,5.28,10.84,11.24,,2.22,18.77,1.48,398.97,13.53,28.81,4.13,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,7,4797.583333,,0.34,0.91,4.04,10.23,0.06,0.73,0.47,16.83,0.2,178.99,1.64,882.88,10.36,35.74,8.53,26.66,20.01,19.82,9.03,9.13,11.4,,4.34,52.75,0.19,361.89,22.16,80.21,6.43,1.07,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,9,4797.75,,0.35,0.86,5.08,11.07,0.07,1.05,0.52,15.16,0.21,179.19,1.59,1095.6,8.87,41.19,8.73,41.56,19.83,24.17,11.47,23.59,22.49,,5.46,72.45,0,351.55,26.41,104.96,7.98,0.13,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,11,4797.916667,,0.25,0.15,0.32,4.9,0.05,0.44,0.01,30.88,0.01,199.27,1.02,0,79.69,4.04,8.71,21.41,20.04,17.28,3.63,8.18,7.76,,1.51,16.77,0,412.39,18.68,13.92,3.24,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,13,4798.083333,,0.27,0.18,0.5,5.09,0.04,0.43,0.05,32.56,0.02,197.71,0.97,0,85.76,5.35,5.94,21.12,19.81,16.77,4.52,7.18,8.04,,1.68,14.85,0,406.76,13.66,16.38,3.67,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,15,4798.25,,0.32,0.46,2.68,7.98,0.05,0.69,0.29,23.89,0.11,188.23,1.25,268.41,43.59,32.76,6.76,28.02,19.16,26.32,8.12,12.65,12.38,,2.73,33.67,0,378.41,13.73,39.58,4.18,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,17,4798.416667,,0.28,0.24,0.7,5.52,0.06,0.65,0.1,30.94,0.02,191.27,1.07,0,79.97,10.81,5.66,17.03,20.81,20.51,4.98,10.18,10.68,,2.01,18.98,0,374.66,14.11,22.57,3.75,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,19,4798.583333,,0.28,0.22,0.91,5.59,0.05,0.58,0.08,30.48,0.03,197.41,1,0,76.98,11.24,4.99,29.91,23.1,27.67,5,29.06,19.96,,2.12,22.88,0,408.78,13.95,18.65,3.24,0.12,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,21,4798.75,,0.24,0.05,0.65,5.35,0.04,0.43,0,27.33,0.02,199.54,1.02,0,75.81,5.97,5.72,16.71,22.97,24.9,5.96,6.63,11.8,,1.79,15.81,0,370.19,11.22,17.86,3.52,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,23,4798.916667,,0.27,0.14,0.87,5.7,0.04,0.48,0.08,29.8,0.03,199.01,0.99,0,75.95,13.96,7.74,21.21,20.8,27.25,5.58,9.91,11.97,,1.67,16.74,0,388.97,9.45,19.63,3.51,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,25,4799.083333,,0.29,0.28,0.55,5.23,0.06,1.12,0.04,30.85,0.02,198.69,1.01,0,80.68,8.49,6.07,19.12,21.45,23.46,4.97,14.25,12.57,,1.97,15.34,0,384.68,11.62,14.07,3.54,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,27,4799.25,,0.28,0.19,0.47,5.08,0.05,0.74,0.02,31.4,0.01,199.52,0.98,0,85.04,5.1,8.09,17.05,19.87,22.04,2.24,8.32,8.8,,1.85,18.38,0,376.86,11.85,16.96,2.74,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,29,4799.416667,,0.3,0.39,0.78,5.51,0.07,1.72,0.04,28.36,0.02,197.03,0.98,0,77.06,11.3,9.12,18.12,21.17,18.12,6.5,6.26,9.34,,1.81,17.45,0,382.52,10.19,18.41,2.88,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,31,4799.583333,,0.26,0.2,1.38,6.46,0.06,0.57,0.1,23.08,0.05,196.62,1.16,0,66.91,15.85,8.44,28.12,19.7,31.14,7.09,11.42,11.68,,2.98,35.38,0,422.81,21.71,39.51,4.3,0.4,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,33,4799.75,,0.27,0.18,1.2,5.93,0.05,0.51,0.08,26,0.03,195.57,1.08,0,72.5,12.48,6.46,19.92,17.27,18.9,6.4,12.06,11.76,,3.17,34.32,0,380.83,12.92,37.37,5.13,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,35,4799.916667,,0.25,0.13,0.59,5.21,0.04,0.39,0.03,28.98,0.02,199.2,1,0,80.23,5.78,7.44,23.96,22.61,24.25,6.31,9.01,9.96,,2.24,23.24,0,394.95,14.88,24.36,3.81,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,37,4800.083333,,0.26,0.13,0.54,5.12,0.05,0.48,0.04,31.75,0.02,199.26,0.98,0,79.71,6.1,6.82,17.47,22.22,23.71,4.34,10.6,10.89,,1.82,17.09,0,386.32,11.91,17.22,3.01,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,39,4800.25,,0.25,0.14,0.36,4.91,0.04,0.53,0,29.68,0.01,203.95,1.02,0,81.86,2.53,8.13,17.32,21.43,16.38,4.81,7.59,10.35,,1.26,10.79,0,368.69,8.93,13.46,2.26,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,41,4800.416667,,0.25,0.12,0.36,4.92,0.04,0.42,0,30.48,0.01,203.55,0.98,0,80.67,5.17,5.39,24.51,22.05,26.3,3.5,10.46,10.43,,1.03,9.75,0,361.52,9.09,12.09,3.02,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,43,4800.583333,,0.26,0.1,0.46,5.07,0.05,0.42,0.01,30.31,0.02,201.48,1.01,0,83.17,5.23,7.15,15.92,20.55,22.72,6.17,6.7,8.65,,1.2,13.75,0,351.72,12.96,17.97,3.4,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,45,4800.75,,0.27,0.13,0.52,5.25,0.06,0.46,0.02,28.26,0.01,200.43,1.02,0,81.38,4.44,7.8,17.13,22.3,23.14,5.78,9.75,11.22,,1.85,19.46,0,372.96,11.29,17.97,3.05,0.54,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,47,4800.916667,,0.29,0.25,0.65,5.34,0.05,0.42,0.04,29.33,0.02,201.13,0.98,0,78.36,8.52,6.32,18.64,18.79,25.06,2.94,12.77,10.66,,1.66,16.1,0,352.17,11.3,15.9,3.83,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,49,4801.083333,,0.28,0.22,1.08,6.08,0.04,0.43,0.12,28.92,0.04,198.22,1.06,0,68.15,15.08,6.49,12.19,20.78,18.98,3.92,7.17,11.92,,1.92,21.55,0,374.11,13.53,25.65,3.64,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,51,4801.25,,0.24,0.03,0.39,4.89,0.04,0.36,0,30.9,0.01,204.23,0.95,0,84.71,4.16,7.05,23.06,21.04,21.63,3.92,4.17,9.81,,1.41,11.67,0,352.97,13.16,14.39,3.01,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,53,4801.416667,,0.41,1.5,5.74,12.2,0.16,5.25,0.51,7.66,0.28,170.66,2.34,810.71,0,43.54,15.65,52.7,21.79,38.89,14.13,23.1,20.08,,6.2,91.38,0,248.89,26.44,169.64,8.98,1.98,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,55,4801.583333,,0.24,0.09,0.35,4.81,0.04,0.39,0.01,31.36,0.01,205.12,0.94,0,82.67,3.59,7.2,19.61,19.73,29.18,3.25,7.56,12.11,,1.92,9.45,7.68,378.52,9.46,11.78,2.51,1.98,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,57,4801.75,,0.25,0.07,0.2,4.65,0.04,0.44,0,31.65,0.01,206.08,0.98,0,83.38,0.11,6.37,13.1,17.53,20.41,4.11,8.43,11.61,,1.27,16.4,0,379.34,16.14,11.21,2.69,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,59,4801.916667,,0.28,0.06,0.24,4.69,0.05,0.37,0,26.71,0,207.81,1,0,82.93,0,7.09,16.47,19.62,25.43,2.77,8.34,10.91,,1.75,17.17,0,383.8,14.27,12.12,3.15,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,61,4802.083333,,0.24,0.07,0.2,4.66,0.04,0.39,0,33.01,0.01,205.59,0.94,0,86.37,0.15,6.46,15.82,20.71,17.46,3.94,8.25,8.5,,1.41,13.21,0,385.13,8.86,13.83,1.93,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,63,4802.25,,0.26,0.19,0.24,4.7,0.05,0.93,0,29.55,0.01,202.78,1.02,0,80.42,0.1,6.08,24.41,21.25,16.19,4.91,15.88,13.72,,1.59,15.34,0,377.47,10.14,12.86,2.41,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,65,4802.416667,,0.24,0.07,0.27,4.71,0.04,0.41,0,31.09,0.01,205.58,0.95,0,81.61,1.75,5.84,18.12,22.1,28.33,5.09,10.69,10.76,,1.12,13.5,0,350.49,11.21,12.46,3.29,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,67,4802.583333,,0.24,0,0.24,4.63,0.04,0.36,0,23.4,0,210.27,1,0,77.99,0,6.06,18.15,20.4,24.53,3.23,11.4,11.14,,1.4,5.07,4.34,341.4,6.13,10.33,1.53,3.47,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,69,4802.75,,0.24,0.04,0.22,4.68,0.04,0.37,0,32.19,0.01,208.49,0.94,0,83.03,1.98,6.8,22.42,18.75,15.33,2.86,8.71,9.34,,1.44,11.15,0,371.95,11.38,11.1,2.47,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,71,4802.916667,,0.26,0.1,0.5,5,0.04,0.39,0,28.65,0.01,206.63,0.95,0,82.94,3.77,6.92,13.74,21.29,19.58,2.36,9.67,10.39,,1.55,13.46,0,382.81,7.69,12.64,3.13,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,73,4803.083333,,0.27,0.26,0.61,5.1,0.05,0.63,0.04,29.08,0.01,203.41,0.99,0,81.9,5.97,7.25,14.93,20.45,12.94,4.35,5.88,10.22,,1.28,12.27,0,299.95,9.63,20.38,2.77,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,75,4803.25,,0.29,0.28,0.82,5.19,0.06,1.2,0.01,28.45,0.01,204.62,0.97,0,82.72,7.25,5.59,14.46,20.02,15.08,3.83,6.49,9.74,,1.81,17.84,0,317.05,12.36,12.98,3.17,0.12,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,77,4803.416667,,0.24,0.09,0.48,5.05,0.04,0.51,0,29.8,0.01,206.32,0.93,0,83.66,3.51,6.9,10.05,18.72,18.67,3.79,7.99,7.58,,0.92,14.16,0,350.89,12.93,9.46,2.7,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,79,4803.583333,,0.27,0.16,0.97,5.47,0.04,0.41,0,26.98,0.01,204.56,0.96,0,81.2,10.44,7.02,16.66,19.59,21.41,2.83,10.21,10.97,,1.94,14.12,0.17,334.73,10.8,8.44,3.98,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,81,4803.75,,0.26,0.09,0.43,4.97,0.04,0.36,0.01,31.72,0.01,206.41,0.92,0,84.21,5.87,7.36,8.79,18.58,25.37,1.91,9.42,10.67,,1.61,12.59,0,354.99,10.13,9.96,3.15,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,83,4803.916667,,0.25,0.14,0.21,4.68,0.04,0.36,0,31.69,0.01,209.4,0.95,0,86.23,0.96,6.61,15.5,20.58,24.71,2.65,7.31,8.34,,1.61,9.22,0.72,360.34,8.05,3.83,2.94,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,85,4804.083333,,0.24,0.06,0.2,4.62,0.04,0.36,0,28.76,0,209.6,0.95,0,83.67,0,7.02,20.96,18.23,27.03,2.16,8.93,11.7,,1.09,11.86,0,336.03,9.66,11.26,3.42,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,87,4804.25,,0.26,0.13,0.32,4.84,0.05,0.4,0,30.58,0.01,206.15,0.99,0,83.43,1.11,7.29,17.06,20.94,33.11,2.83,7.69,10.22,,1.83,20.72,0,373.17,13,14.41,2.71,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,89,4804.416667,,0.25,0.05,0.22,4.68,0.04,0.35,0,29.99,0,208.77,0.94,0,81.67,1.28,4.98,12.07,17.26,22.73,3.31,5.82,8.63,,1.48,10.33,0,341,10.27,11.72,3.37,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,91,4804.583333,,0.26,0.11,0.18,4.56,0.05,0.65,0,28.36,0.01,206.35,1.19,0,84.35,0,6.37,20.6,21.84,24.38,3.7,8.75,8.51,,1.36,10.21,0,346.35,13.89,13.69,3.05,2.74,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,93,4804.75,,0.24,0.07,0.21,4.63,0.04,0.37,0,31.67,0,210.53,0.94,0,85.2,0.63,8.05,6.79,18.04,32.64,2.7,6.24,9.4,,1.45,7.68,0,322.52,8.96,7.86,3.44,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4797,B32,95,4804.916667,,0.24,0.1,0.34,4.8,0.04,0.43,0,30.46,0.01,208.86,0.95,0,83.34,3.89,7.74,13.72,20.68,27.9,3.06,6.16,10.12,,2.08,13.49,2.9,357.11,8.81,10.57,3.65,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,1,4803.083333,,0.26,0.14,0.47,4.93,0.05,0.38,0.04,33.94,0.01,206.68,0.91,0,85.9,8.86,6.47,11.42,18.98,24.68,4.51,5.73,6.32,,1.69,12.43,0,346.6,11.42,16.85,2.36,1.57,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,3,4803.25,,0.25,0.02,0.33,4.77,0.04,0.4,0,30.78,0.01,208.8,0.92,0,82.33,2.12,5.84,17.92,20.51,23.28,3.52,4.95,11.79,,1.51,14.22,0,325.09,9.81,13.04,2.69,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,5,4803.416667,,0.26,0.11,0.59,4.97,0.04,0.44,0,31.55,0.01,206.8,0.91,0,85.64,5.95,5.99,16.24,21.67,20.24,3.22,8.9,10.48,,1.31,8.39,0,358.18,7.5,5,2.45,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,7,4803.583333,,0.26,0.13,0.51,4.97,0.05,0.48,0,29.94,0.01,207.79,0.94,0,85.6,5.13,8.86,19.52,19.53,19.92,2.67,7.42,10.03,,0.98,8.56,0,340.47,7.18,9.23,2.67,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,9,4803.75,,0.27,0.15,0.4,5,0.05,0.63,0.03,29.4,0.01,208.82,0.95,0,81.44,4.34,6.41,8.97,21.8,16.55,5.28,7.09,10.12,,1.63,16.02,0,267.29,7.78,14.12,3.05,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,11,4803.916667,,0.24,0.09,0.28,4.8,0.05,0.47,0,28.08,0,211.02,0.93,0,81.96,2.24,7.16,11.27,19.77,16.23,4.22,7.36,10.98,,1.43,17.11,0,277.45,11.26,14.34,2.3,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,13,4804.083333,,0.28,0.22,0.16,4.54,0.05,0.76,0,34.74,0.01,206,0.95,0,86.01,2.67,7.22,19.89,18.49,37.63,4.36,6.26,10.5,,1.24,15.08,0,323.63,8.38,11.47,2.44,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,15,4804.25,,0.26,0.16,0.44,5.08,0.04,0.42,0.04,28.94,0.01,210.59,0.94,0,79.88,5.29,6.12,13.22,18.34,16.2,4.16,8.68,10.69,,1.76,16.61,0,293.04,11.33,19.72,3.1,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,17,4804.416667,,0.27,0.14,0.38,4.97,0.05,0.73,0.01,29.24,0.01,207.24,1.04,0,80.6,4.28,8.42,10.46,17.96,14.8,2.61,8.03,9.86,,2.34,16.41,5.6,285.28,11.35,21.07,2.93,1.92,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,19,4804.583333,,0.28,0.14,0.5,5.15,0.05,0.43,0.07,29.6,0.01,209.4,0.96,0,81.68,6.95,7.65,13.21,18.19,14.58,4.37,5.38,8.98,,1.84,17.32,0,288.3,10.45,12.09,3.3,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,21,4804.75,,0.28,0.17,0.56,5.17,0.05,0.54,0,24.99,0.01,211.11,1.04,0,77.98,6.4,6.54,8.06,17.63,17.49,5.4,6.15,10.82,,2.06,17.87,0,286.65,9.16,16.32,2.98,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,23,4804.916667,,0.25,0.13,0.33,4.81,0.05,0.48,0.01,32.52,0.01,209.14,0.93,0,85.64,3.88,7.34,13.48,20.02,28.54,3.45,7.8,9.44,,1.35,11.47,0,345.14,8.49,17.5,2.38,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,27,4805.25,,0.26,0.09,0.39,4.89,0.05,0.38,0,30.68,0.01,207.29,0.95,0,83.95,3.1,7.25,14.32,19.11,26.02,3.44,4.54,7.81,,1.52,13.51,0,334.67,10.4,9.21,3.14,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,29,4805.416667,,0.26,0.13,0.27,4.73,0.04,0.36,0,31.15,0,209.15,0.94,0,83.4,2.13,5.41,18.46,20.09,31.99,3.73,8.55,9.47,,1.44,12.46,0,324.53,10.59,9.48,3.28,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,31,4805.583333,,0.24,0.09,0.34,4.82,0.04,0.38,0,31.12,0.01,209.68,0.92,0,85.71,2.97,7,11.49,20.25,24.36,2.14,6.35,7.9,,1.38,7.97,0,327.57,9.64,7.35,3.13,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,33,4805.75,,0.25,0.05,0.38,4.92,0.06,0.4,0,26.35,0.01,209.16,0.96,0,80.21,1.37,6.44,12.88,18.51,23.34,3.36,9.25,9.78,,1.33,14.99,0,334.6,7.51,16.1,2.49,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,35,4805.916667,,0.3,0.05,0.23,4.72,0.06,0.36,0,25.03,0,212.81,0.97,0,81.39,0.15,6.91,15.02,18.37,19.55,2.97,7.88,9.25,,1.72,16.86,0,325.7,9.76,7.97,3.05,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,37,4806.083333,,0.25,0.06,0.31,4.78,0.04,0.34,0,26.5,0,210.53,0.95,0,81.26,0,7.38,17.02,18.43,23.89,4.32,6.3,7.93,,1.69,14.31,0,330.9,6.3,5.59,2.95,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,39,4806.25,,0.28,0.08,0.24,4.71,0.06,0.37,0,28.75,0,212.09,0.95,0,85.46,1.63,6.78,11.59,19.14,29.15,5.24,6.15,7.99,,1.41,10.52,0,310.39,8.15,10.86,3.17,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,41,4806.416667,,0.28,0.07,0.39,4.87,0.05,0.41,0,24.06,0,212.53,1,0,84.2,0,6.69,12.31,20.46,21.68,4.38,5.76,8.36,,1.6,10.97,0,341.13,6.95,11.79,3.06,0.06,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,43,4806.583333,,0.23,0,0.32,4.74,0.04,0.32,0,24.57,0,212.06,0.95,0,78.85,0.06,6.64,10.4,21.58,22.95,2.3,8.08,9.81,,1.99,10.65,4.9,342.86,6.95,9.6,3.27,1.1,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,45,4806.75,,0.24,0.09,0.28,4.74,0.05,0.35,0,30.26,0,209.77,0.94,0,83.38,0.83,6.52,11.57,22.07,21.57,3.64,3.48,14.32,,1.36,15.72,0,324.84,6.11,10.69,2.29,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,47,4806.916667,,0.24,0.07,0.49,4.93,0.04,0.32,0,25.2,0,210.74,0.94,0,78.74,3.14,5.21,20.12,21.83,25.06,4,7.94,11.7,,1.93,17.81,0,331.43,7.46,19.21,2.94,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,51,4807.25,,0.26,0.08,0.57,5,0.04,0.35,0,26.75,0,209.79,0.96,0,80.81,2.78,5.55,14.75,18.2,25.24,2.97,4.72,5.18,,0.94,8.99,0,325.14,9.29,9.77,2.33,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,53,4807.416667,,0.32,0.16,0.56,5.26,0.05,0.34,0,23.6,0.01,211.9,0.98,0,77.39,6.45,8.89,13.7,20.5,25.9,4.66,8.44,7.66,,1.84,18.37,0,370.68,8.41,14.12,2.63,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,55,4807.583333,,0.25,0,0.23,4.62,0.04,0.29,0,21.74,0,215.7,0.97,0,75.57,0,6.43,13.57,19.57,26.35,4.9,7.99,11.29,,1.12,9.28,0,341.78,8.22,7.42,2.43,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,57,4807.75,,0.25,0.06,0.17,4.6,0.04,0.33,0,27.84,0,214.71,0.93,0,81.21,0,5.87,7.88,18.83,26.86,2.75,4.88,10.89,,1.83,13.23,0,300.54,8.01,13.84,2.93,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,59,4807.916667,,0.26,0.12,0.14,4.53,0.04,0.38,0,31.72,0,212.88,0.93,0,86.33,0,6.07,9.31,19.17,26.57,3.1,6.81,9.44,,1.66,11.39,0,350.7,10.38,9.09,2.7,2.18,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,61,4808.083333,,0.23,0.02,0.19,4.55,0.04,0.3,0,23.11,0,214.67,0.93,0,76.84,0,5.89,10.1,20.87,27.88,2.32,9.55,8.96,,1.13,14.44,0,298.99,7.85,11.01,2.52,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,63,4808.25,,0.25,0.08,0.19,4.62,0.04,0.38,0,31.36,0,211.62,0.93,0,86,0.14,6.52,19.1,20.51,28.03,4.11,5.15,10.6,,1.55,10.7,0,369.55,8.99,6.97,2.51,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4803,B33,65,4808.416667,,0.29,0.13,0.69,5.41,0.05,0.36,0.02,26.4,0.02,208.74,0.96,0,75.35,8.47,7.89,18.54,21.1,30.17,5.55,4.96,11.65,,2.05,15.88,2.2,365.46,8.85,14.44,2.83,0,,,,,,,,,,,,,,,,,,,,Buda
