Lease_Name,Top_Depth,Box,Inch,Depth_calculated,XRF_adjusted_depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,TOC,d13Ccorr,TON,CN,d15N,d13C_carb,d18O_carb,TIC,QUARTZ,K-FELDSPAR,PLAGIOCLASE,CALCITE,SIDERITE,DOLOMITE,Fe_DOLOMITE,PYRITE,FLUORAPATITE,TOTAL CLAY,Average_UCS_MPa,Formation
Core-01,4579,B06,37,4582.08,,0.28,0.26,0.46,5.38,0.05,0.58,0.15,29.82,0.01,217.17,0.93,0,83,8.63,7.91,13.31,20.75,30,4.5,9.12,10.83,,1.75,16.93,0,597.48,10.23,7.95,3.14,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,39,4582.25,,0.26,0.16,0.44,5.35,0.04,0.48,0.08,25.07,0.01,221.17,0.99,0,81.22,5.54,7.25,15.18,17.62,30.87,6.2,8.23,10.47,,1.85,17.99,0,593.37,13.58,10.69,3.1,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,41,4582.42,,0.29,0.33,0.58,5.57,0.05,0.91,0.2,28.83,0.02,216.24,0.95,0,79.08,13.69,6.5,15.49,21.51,30.82,5.71,8.43,9.89,,1.84,15.16,2.94,614.91,11.76,12.18,2.97,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,43,4582.58,,0.29,0.35,0.7,5.57,0.05,0.93,0.21,27.68,0.02,214.43,0.93,0,75.67,10.02,5.07,18.42,21.5,44.03,4.38,9.91,10.66,,2.25,23.02,0,599.66,9.93,18.66,3.74,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,45,4582.75,,0.35,0.74,0.56,5.41,0.1,2.7,0.19,29.19,0.02,210.28,0.96,0,82.2,14.8,7.43,15.04,18.94,34.45,4.75,11.02,10.91,,1.98,20.92,0,610.27,10.26,9.54,2.87,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,47,4582.92,,0.32,0.59,0.88,5.86,0.07,1.66,0.35,28.34,0.04,210,0.98,0,75.38,13.99,4.48,23.24,24.94,50.58,6.01,10.07,10.69,,2.1,21.71,0,716.8,13.26,17.02,3.12,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,49,4583.08,,0.32,0.46,0.7,5.57,0.07,1.58,0.19,24.55,0.02,214.49,0.93,0,74.01,11.31,7.09,20.45,21.07,46.08,3.41,7.14,13.67,,2.07,22.45,0,617.55,9.94,14.59,3.48,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,51,4583.25,,0.38,0.93,0.71,5.76,0.14,3.69,0.18,22.75,0.02,207.41,0.93,0,73.45,13.9,6.14,11.93,21.07,42.14,4.81,8.74,9.92,,1.87,19.72,0,750.27,12.66,8.19,2.66,0.57,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,53,4583.42,,0.3,0.29,0.74,5.62,0.06,0.89,0.22,25.3,0.02,217.04,0.98,0,75.67,10.3,7.97,9.71,20.62,46.01,4.47,9.02,10.29,,1.89,21.73,0,582.19,11.67,20.36,3.75,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,55,4583.58,,0.28,0.24,0.49,5.37,0.05,0.36,0.17,27.89,0.01,219.48,0.93,0,82.82,8.09,4.81,13.8,21.38,32.58,5.01,11.6,11.47,,1.88,12.47,6.3,641.01,10.74,4.7,2.74,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,57,4583.75,,0.26,0.19,0.54,5.46,0.05,0.43,0.18,27.78,0.02,219.91,0.96,0,78.37,9.72,7.19,15.5,19.41,30.15,5.78,7.72,10.08,,1.88,17.05,0,622.62,10.57,12.42,3.4,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,59,4583.92,,0.28,0.28,0.56,5.4,0.05,0.54,0.22,30.02,0.02,218.58,0.94,0,78.5,10.93,2.8,21.1,23.57,55.97,3.76,15.01,12.8,,1.92,11.92,7.56,635.54,9.34,12.01,3.23,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,61,4584.08,,0.28,0.29,0.76,5.72,0.05,0.45,0.29,27.96,0.03,215.54,0.99,0,72.22,11.81,6.84,16.53,18.95,41.03,5.42,6.66,10.88,,2.22,19.78,0.31,567.6,13.16,20.64,3.97,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,63,4584.25,,0.26,0.23,0.77,5.7,0.04,0.38,0.23,25.84,0.02,218.56,0.96,0,79.85,10.5,7.11,11.41,20.31,50.96,7.54,8.88,10.86,,2.21,16.33,6.62,589.18,13.1,18.58,3.39,4.57,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,65,4584.42,,0.29,0.39,0.62,5.35,0.06,0.94,0.25,31.72,0.01,216.31,0.93,0,83.9,11.73,7.77,11.03,20.38,35.95,4.85,4.78,10.44,,1.51,16.15,0,546,10.77,11.5,3.3,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,67,4584.58,,0.28,0.3,1,6.03,0.04,0.42,0.36,25.89,0.04,212.68,1.03,0,68.57,13.98,5.81,25.55,20.42,43.47,7.09,11.44,11.68,,2.67,22.4,10.03,586.33,11.23,35.26,3.65,5.13,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,69,4584.75,,0.26,0.19,0.53,5.38,0.04,0.38,0.15,28.39,0.01,218,0.94,0,79.59,7.02,8.32,18.13,21.5,28.67,5.18,9.11,9.87,,1.72,16.46,0,539.53,11.9,9.22,2.81,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,71,4584.92,,0.26,0.17,0.42,5.29,0.04,0.44,0.15,29.5,0.01,218.04,0.94,0,82.69,8.21,7.41,18.6,21.41,32.71,5.59,8.8,9.72,,1.86,12.29,3.97,571.15,8.77,8.83,2.96,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,73,4585.08,,0.3,0.43,0.39,5.23,0.06,1.04,0.13,31.41,0.01,215.15,1,0,83.53,9.36,7.28,15.47,18.97,35.56,4.19,6.94,9.69,,1.6,15.87,0,542.6,9.46,3.8,3.06,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,75,4585.25,,0.26,0.2,0.34,5.17,0.05,0.39,0.14,31.77,0.01,218.84,0.93,0,86.07,9.9,4.35,9.6,16.99,32.88,4.74,7.21,11.17,,1.81,14.01,0,523.15,11.72,6.72,3.32,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,77,4585.42,,0.26,0.22,0.45,5.33,0.04,0.37,0.17,30.54,0.01,215.83,0.92,0,81.88,8.26,7.79,16.82,17.82,34.47,4.67,6.25,8.09,,1.99,16.96,0.22,551.12,11.93,15.59,3.39,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,79,4585.58,,0.25,0.16,0.44,5.33,0.04,0.33,0.13,27.23,0.01,218.98,0.93,0,78.55,7.56,7.43,7.29,20.57,43.7,4.49,9.25,9.49,,1.59,16.43,0,553.86,10.37,13.27,2.99,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,81,4585.75,,0.28,0.25,0.88,6.12,0.09,0.46,0.37,25.11,0.04,214.48,1.05,0,67.15,13.71,10.52,19.64,17.35,51.19,6.46,9.34,10.66,,2.65,28.27,0.48,540.24,16.01,40.4,4.36,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,83,4585.92,,0.26,0.16,0.71,5.63,0.05,0.39,0.28,27.44,0.02,217.01,0.96,0,77.37,9.96,7.31,17.26,15.85,31.18,6.15,9.83,10.75,,2.16,23.42,0,507.85,13.49,20.57,3.25,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,85,4586.08,,0.26,0.25,1.06,6.14,0.06,0.38,0.33,25.38,0.02,215.82,0.96,0,75.91,14.47,6.24,17.91,18.62,48.16,6.21,12.2,11.65,,2.26,25.35,0,525.37,18.32,46.41,4.32,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,87,4586.25,,0.26,0.32,1.88,7.04,0.05,0.37,0.44,22.73,0.04,212.95,0.96,0,68.02,20.01,5.12,11.75,19.97,56.56,5.97,5.75,9.31,,2.51,30.75,0,475.47,16.88,55.02,4.86,0.46,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,89,4586.42,,0.26,0.18,0.45,5.38,0.06,0.43,0.13,28.33,0.02,217.2,0.99,0,82.46,7.63,7.73,13.75,22.31,31.37,4.91,11.76,11.45,,1.98,15.26,3.45,534.54,10.39,15,3.06,2.16,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,91,4586.58,,0.25,0.11,0.36,5.17,0.04,0.35,0.07,27.7,0.01,219.29,0.92,0,82.8,6.69,6.11,15.75,16.28,27.39,4.49,7.6,10.93,,1.84,12.8,2.37,477.74,9.64,13.29,3.91,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,93,4586.75,,0.25,0.06,0.38,5.16,0.05,0.35,0.09,27.18,0.01,219.13,0.93,0,80.98,5.87,6.8,12.18,18.67,25.81,5.09,5.21,7.72,,1.41,14.87,0,478.18,11.99,10.53,3.93,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4579,B06,95,4586.92,,0.27,0.23,0.47,5.17,0.06,0.45,0.19,31.41,0.01,216.82,0.89,0,83.68,9.64,6.88,11.09,17.86,23.75,6.25,8.25,9.6,,1.56,16.77,0,489.98,14.95,9.57,3.69,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,1,4587.08,,0.28,0.28,0.41,5.44,0.06,0.45,0.13,27.55,0.01,218.32,0.95,0,78.83,9.8,7.29,20.45,19.46,29.01,4.08,9.3,10.82,,2.52,13.12,17.09,604.2,11.06,14.38,3.25,4.19,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,3,4587.25,,0.27,0.3,0.47,5.4,0.06,0.58,0.16,28.8,0.02,217.46,0.95,0,80.15,9.11,6.79,9.8,17.28,26.25,4.54,7.33,11.07,,1.88,13.76,0.68,490.06,7.34,7.19,3.47,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,5,4587.42,,0.32,0.48,0.69,5.69,0.08,1.66,0.22,26.53,0.03,212.17,0.97,0,76.01,11.41,6.8,15.9,18.99,27.87,5.66,8.22,11.46,,1.69,17.03,0,529.11,12.75,20.74,3.77,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,7,4587.58,,0.33,0.57,1.44,6.69,0.08,1.34,0.44,24.21,0.06,210.11,0.98,0,59.59,17.99,6.17,23.95,23.18,51.41,8.89,7.28,11.07,,3.31,29.2,12.79,558.4,15.13,50.47,4.04,5.97,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,9,4587.75,,0.31,0.53,2.59,8.48,0.05,0.4,0.66,18.15,0.1,207.28,1.1,148.86,37.05,26.5,3.18,29.43,21.94,82.75,8.91,9.45,11.52,,3.44,37.76,6.09,504.56,17.11,78.32,5.87,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,11,4587.92,,0.26,0.23,0.75,5.75,0.05,0.4,0.26,28.08,0.02,215.89,0.9,0,82.47,10.22,6.84,17.37,16.08,33.8,4.43,6.33,9.21,,2.14,18.13,1.31,551.9,9.58,11.29,3.26,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,13,4588.08,,0.29,0.33,0.62,5.54,0.05,0.79,0.15,26.23,0.01,217.22,0.94,0,80.69,11.14,4.16,17.94,20.63,42.78,6.08,9.28,10.71,,2.09,19.33,0.71,595.88,11.14,19.89,3.61,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,15,4588.25,,0.26,0.17,0.73,5.72,0.05,0.38,0.18,25.18,0.02,217.53,0.95,0,78.38,9.36,6.84,17.38,20.95,67.93,3.83,7.97,11.2,,1.94,18.17,0,524.14,8.75,15.52,2.84,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,17,4588.42,,0.29,0.32,0.4,5.32,0.06,0.77,0.16,33.44,0.01,215.27,0.93,0,85.84,10.82,7.25,17.01,17.05,32.18,3.79,9.39,10.42,,1.7,17.39,0,514.74,10.46,4.45,3.21,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,19,4588.58,,0.26,0.23,0.44,5.47,0.05,0.56,0.07,26.78,0.01,218.66,0.92,0,80.98,7.63,6.44,16.66,19.29,28.24,5.31,9.96,10.5,,1.65,13.15,0,559.24,8.13,4.77,2.81,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,21,4588.75,,0.29,0.24,0.46,5.49,0.05,0.73,0.15,29.46,0.02,216.56,0.95,0,82.55,12.55,6.04,14.12,17.88,35.05,2.54,5.54,5.87,,2.25,20.02,0,566.06,9.31,6.21,3.45,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,23,4588.92,,0.27,0.24,0.41,5.49,0.05,0.59,0.11,29.65,0.01,217.22,0.92,0,84.13,11.29,7.92,13.83,20.91,34.49,4.24,4.97,12.18,,1.69,12.6,0,550.4,9.34,5.17,3.22,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,25,4589.08,,0.28,0.25,0.43,5.45,0.05,0.68,0.09,27.13,0.01,218.45,0.94,0,85.65,8.28,6.52,14.07,19.3,29.54,5.84,8.19,9.93,,1.52,16.98,0,564.85,10.79,10.29,2.91,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,27,4589.25,,0.28,0.22,0.41,5.41,0.05,0.63,0.09,26.77,0.01,219.52,0.95,0,83.22,10.1,5.91,14.65,18.37,30.21,3.75,10.2,10.04,,1.31,14.03,0,549.12,10.31,7.01,2.57,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,29,4589.42,,0.26,0.2,0.32,5.17,0.05,0.59,0.04,28.02,0.01,217.16,1.17,0,83.53,4.5,4.59,25.17,22.75,31.17,4.48,13.04,11.58,,1.53,8.43,3.03,472.51,7.05,7.5,2.07,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,31,4592.08,,0.26,0.2,0.31,5.17,0.04,0.38,0.08,31.52,0.01,218.09,0.94,0,83.8,9.12,6.37,22.58,21.3,27.02,3.55,9.14,10.28,,1.5,9.4,0.81,525.04,4.94,4.74,2.48,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,33,4592.25,,0.26,0.17,0.27,5.11,0.04,0.37,0.06,30.89,0.01,218.18,0.91,0,82.78,6.97,6.03,11.92,17.26,24.68,3.58,6.86,9.32,,1.68,15.24,0,501.16,6.66,3.56,3.84,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,35,4592.42,,0.26,0.16,0.49,5.52,0.04,0.36,0.12,26.76,0.01,219.86,0.92,0,78.49,9.87,5.28,16.21,19.83,30.84,6.02,7.66,9.96,,2,14.38,4.33,541.91,12,15.64,2.99,3.23,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,37,4592.58,,0.28,0.48,3.03,8.7,0.05,0.45,0.66,16.52,0.1,204.29,1.24,200.8,30.37,25.83,3.28,27.42,22.66,70.88,8.46,14.81,12.81,,3.73,47,0,482.53,17.95,99.72,6.2,2.62,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,43,4592.75,,0.27,0.21,0.29,5.09,0.04,0.44,0.08,31.8,0.01,217.42,0.92,0,85.71,5.28,7.04,13.24,19.7,24.43,3.87,7.54,10.03,,1.85,18.38,0,525.89,12.57,6.31,2.82,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,45,4592.92,,0.26,0.15,0.4,5.19,0.04,0.4,0.09,28.72,0.01,218.39,0.96,0,82.08,5.77,5.67,13.08,17.98,26.98,3.23,8.32,9.54,,1.78,17.35,0,492.07,10.51,8.04,3.61,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,49,4593.08,,0.3,0.38,1.32,6.4,0.08,0.5,0.36,22.48,0.07,211.35,1.16,0,47.11,12.8,7.81,15.6,19.65,34.04,3.81,12.73,11.49,,1.97,22.78,0,459.25,13.24,27.36,4.14,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,51,4593.25,,0.28,0.27,0.89,5.87,0.06,0.44,0.26,26.25,0.03,218.02,0.95,0,79.29,9.26,8.03,23.34,23.84,48.42,8.26,12.43,11.84,,2.14,31.56,0,577.84,14.34,36.42,4.91,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,53,4593.42,,0.28,0.29,0.69,5.65,0.05,0.58,0.25,29.73,0.02,214.82,1.02,0,82.07,12.12,5.77,16.9,22.44,30.93,5,4.08,8.19,,2.11,17.31,1.18,516.56,12.87,11.35,3.51,0.25,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,55,4593.58,,0.26,0.21,0.41,5.34,0.05,0.36,0.13,30.68,0.01,218.06,0.88,0,82.49,9.89,6.43,14.9,18.23,27.2,4.61,6.91,9.27,,1.76,15.59,0,510.49,9.92,14.01,3.41,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,57,4593.75,,0.27,0.21,0.6,5.7,0.05,0.34,0.21,28.29,0.02,217.85,0.9,0,78.37,10.25,5.53,11.29,18.55,28.89,4.76,9.37,8.8,,2.17,13.34,9.07,541.92,7.87,8.22,3.1,2.4,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,59,4593.92,,0.27,0.25,0.57,5.59,0.05,0.43,0.18,28.75,0.02,216.53,0.94,0,82.41,10.62,8.26,15.74,21.78,42.67,4.88,7.8,9.65,,1.97,19.42,0,564.2,10.16,21.73,3.42,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,61,4594.08,,0.3,0.38,0.85,5.95,0.07,1.01,0.3,26.27,0.03,212.52,0.98,0,75.99,15.65,5.95,17.1,21.59,48.18,3.96,9.36,10.59,,2.28,28.05,0,519.74,15.14,28.65,3.45,0.9,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,63,4594.25,,0.25,0.15,0.57,5.5,0.04,0.34,0.12,26.75,0.01,217.66,0.93,0,81.41,9.1,5.9,6.13,18.51,38.17,5.05,4.14,8.44,,1.61,20.14,0,448.59,9.06,8.32,4.64,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,65,4594.42,,0.26,0.2,0.64,5.59,0.05,0.41,0.17,26.63,0.01,218.8,0.94,0,81.26,9.31,6.17,13.93,18.38,54.37,4.42,9.99,10.51,,2.19,24.41,0,487.54,10.06,21.63,4.91,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,67,4594.58,,0.29,0.35,0.8,5.76,0.05,0.66,0.24,28.18,0.03,212.74,1.13,0,78.72,12.78,7.19,21.33,22.86,46.88,4.68,10.5,10.34,,1.67,19.22,0,471.98,12.85,23.78,3.46,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,69,4594.75,,0.29,0.38,1.3,6.56,0.06,0.46,0.39,24.91,0.05,211.14,1.07,0,65.56,16.06,6.85,21.1,22.05,82.43,5.19,12.47,11.6,,2.64,24.01,6.04,528.53,11.14,30.51,4.39,2.89,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,71,4594.92,,0.31,0.42,1.59,7.2,0.07,0.42,0.51,22.07,0.07,211.06,1.08,0,49.74,20.39,7.45,17.39,21.27,51.25,5.85,5.85,11.23,,2.72,29.08,0,505.5,12.4,29.29,3.24,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,73,4595.08,,0.28,0.25,0.46,5.55,0.06,0.78,0.13,29.42,0.01,214.13,0.9,0,82.36,11.37,5.95,8.66,19.65,28.07,3.51,8.1,9.61,,1.51,14.24,0,497.7,8.77,14.44,2.63,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,75,4595.25,,0.28,0.25,0.44,5.78,0.05,0.47,0.12,28.65,0.01,215.99,0.92,0,81.62,14.28,5.44,8.27,16.29,26.5,4.91,6.49,9.89,,2.29,18.12,4.8,536.13,6.91,7.57,3.81,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,77,4595.42,,0.28,0.22,0.41,5.65,0.05,0.37,0.1,28.38,0.01,218.82,0.96,0,87.2,11.4,6.19,16.79,22.01,35.61,6.18,8.97,10.66,,1.91,15.19,1.07,533.54,10.48,9.58,2.6,1.88,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,79,4595.58,,0.27,0.18,0.36,5.59,0.05,0.38,0.09,28.89,0.01,216.67,0.91,0,85.27,11.58,6.75,13,20.93,24.24,3.76,7.99,9.53,,2.22,19.58,0,521.36,12.5,3.92,2.79,2.36,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,81,4595.75,,0.27,0.21,0.32,5.63,0.05,0.5,0.09,30.24,0.01,216.21,0.92,0,89.59,10.92,7.16,10.39,17.7,25.76,5.23,8.69,11.07,,1.52,12.71,0,511.53,10.88,11.03,3.42,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,83,4595.92,,0.25,0.16,0.34,5.55,0.05,0.38,0.02,26.7,0.01,219.95,0.95,0,83.64,8.85,6.82,18.81,20.28,49.23,3.02,10.53,12.06,,1.73,11.3,4.23,529.77,9.09,5.82,2.97,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,85,4596.08,,0.28,0.3,0.34,5.48,0.06,0.7,0.12,32.78,0.02,215.07,0.88,0,82.62,12.18,6.31,11.27,19.67,30.96,3.5,6.48,9.31,,1.44,14.5,0,520.53,8.72,8.06,3.13,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,87,4596.25,,0.26,0.12,0.23,5.26,0.04,0.38,0.03,30.8,0.01,217.79,0.9,0,87.64,9.31,7.29,9.7,18.34,30.44,3.5,6.76,10.76,,1.55,15.14,0,489.62,9.25,5.66,3,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,89,4596.42,,0.26,0.15,0.27,5.35,0.04,0.35,0.03,28.86,0.01,220.38,0.94,0,83.38,6.76,7.25,14.22,18.75,29.22,4.42,3.04,11.66,,1.06,11.1,0,482.05,6.81,8.66,2.4,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,91,4596.58,,0.26,0.23,0.33,5.43,0.04,0.43,0.08,29.82,0.01,217.91,0.92,0,85.14,8.88,7.14,19.34,21.8,29.21,3.48,5.46,8.27,,1.62,11.04,1.82,512.99,5.66,9.77,2.56,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,93,4596.75,,0.28,0.31,0.38,5.45,0.06,0.82,0.1,29.48,0.01,215.25,0.91,0,83.62,10.29,4.87,13.08,17.83,25.04,5.5,5.65,8.34,,1.93,17.41,0,550.47,8.76,7.31,2.47,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4587,B07,95,4596.92,,0.29,0.36,0.4,5.45,0.06,1.22,0.1,30.27,0.01,214.72,0.91,0,84.28,12.7,7.06,15.43,17.35,27.01,5.21,9.71,8.89,,1.53,11.08,0,525.61,9.1,2.04,3.51,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,1,4597.08,,0.28,0.29,0.3,5.39,0.06,0.63,0.07,30.98,0.01,215.31,0.93,0,85.33,11.57,5.93,12.53,19.42,28.11,3.46,8.68,8.98,,1.98,15.57,1.11,573.63,9.84,3.56,2.92,0.22,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,3,4597.25,,0.28,0.27,0.34,5.39,0.06,0.42,0.13,33.06,0.01,216.98,0.93,0,86.57,13.44,6.52,22.46,19.93,30.18,3.72,6.79,8.68,,1.37,10.83,0,540.55,8.59,5.14,3.15,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,5,4597.42,,0.24,0.08,0.36,5.4,0.05,0.34,0.07,27.54,0.01,219.47,0.91,0,80.66,7.62,5.95,11.72,19.16,26.79,4.02,7.62,8.43,,1.78,10.29,4.4,537.69,5.62,6.97,3.08,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,7,4597.58,,0.3,0.22,0.6,5.73,0.06,0.51,0.12,23.67,0.02,217.57,1.02,0,76.42,8.44,6.45,19.28,21.14,47.55,6.02,9.2,10.42,,1.21,16.28,0,541.21,14.04,12,3.42,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,9,4597.75,,0.28,0.16,0.53,5.62,0.05,0.37,0.09,24.71,0.01,219.35,0.95,0,81.54,9.08,6.24,15.26,22.55,38.12,5.85,9.12,8.46,,1.55,14.55,0,588.41,8.75,11.41,2.96,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,11,4597.92,,0.26,0.12,0.49,5.56,0.04,0.34,0.09,25.78,0.01,217.82,0.94,0,80.15,9.03,6.61,14.19,21.72,28.34,4.19,9.26,11.06,,1.95,15.73,1.78,581.79,10.05,3.59,2.69,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,13,4598.08,,0.28,0.34,0.48,5.58,0.07,0.76,0.13,26.65,0.02,215.14,0.96,0,80.12,8.35,5.13,9.59,14.2,29.3,4,7.29,8.04,,2.09,9.65,10.36,505.7,7.73,1.89,4.05,1.99,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,15,4598.25,,0.29,0.28,0.49,5.51,0.06,0.6,0.18,30.87,0.02,215.97,0.89,0,83.94,12.12,6.47,16.76,19.18,31.17,4.07,8.51,10.5,,2.36,19.95,0.38,545.31,10.29,8.58,3.67,1.37,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,17,4598.42,,0.28,0.3,0.33,5.27,0.06,0.85,0.08,30.42,0.01,216.52,0.91,0,85.33,9.19,7,13.22,16.65,19.04,2.56,6.43,12.14,,1.56,14.22,0,504.59,10.66,4.97,3.07,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,19,4598.58,,0.27,0.18,0.34,5.37,0.05,0.58,0.05,28.96,0.01,217.23,0.93,0,85.25,6.5,7.73,10.99,18.78,28.43,3.33,7.91,8.3,,1.48,10.87,0,549.88,7.97,7.99,3.04,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4597,B08,21,4598.75,,0.28,0.36,0.27,5.28,0.06,0.79,0.04,31.52,0.01,215.72,0.98,0,87.87,6.51,5.96,12.77,17.71,29.29,3.14,5.21,6.44,,1.89,11.15,4.57,495.88,10.86,8.9,3.75,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
