Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,Average_UCS_MPa
Public,3728,C02,B09,73,3734.08,487
Public,3798,C03,B01,41,3801.42,487
Public,3798,C03,B01,99,3806.25,487
Public,3848,C03,B06,47,3851.92,487
Public,3888,C03,B10,113,3897.42,487
Public,3898,C03,B11,91,3905.58,487
Public,3968,C04,B03,69,3973.75,487
Public,3848,C03,B06,89,3855.42,486.67
Public,3938,C03,B15,59,3942.92,486.67
Public,3948,C04,B01,101,3956.42,486.67
Public,3938,C03,B15,111,3947.25,486.33
Public,4038,C04,B10,33,4040.75,486.33
Public,3658,C02,B02,109,3667.08,486
Public,3698,C02,B06,107,3706.92,486
Public,3728,C02,B09,43,3731.58,486
Public,3868,C03,B08,3,3868.25,486
Public,3888,C03,B10,41,3891.42,485.67
Public,3888,C03,B10,53,3892.42,485.67
Public,3888,C03,B10,99,3896.25,485.67
Public,3938,C03,B15,67,3943.58,485.33
Public,4028,C04,B09,43,4031.58,485.33
Public,3738,C02,B10,95,3745.92,485
Public,3738,C02,B10,117,3747.75,485
Public,3838,C03,B05,11,3838.92,485
Public,3908,C03,B12,95,3915.92,485
Public,3918,C03,B13,11,3918.92,485
Public,3918,C03,B13,109,3927.08,485
Public,3978,C04,B04,115,3987.58,485
Public,3858,C03,B07,15,3859.25,484.67
Public,3938,C03,B15,13,3939.08,484.67
Public,3958,C04,B02,65,3963.42,484.67
Public,3998,C04,B06,95,4005.92,484.67
Public,3928,C03,B14,87,3935.25,484.33
Public,3948,C04,B01,63,3953.25,484.33
Public,3958,C04,B02,113,3967.42,484.33
Public,3668,C02,B03,55,3672.58,484
Public,3668,C02,B03,75,3674.25,484
Public,3758,C02,B12,89,3765.42,484
Public,3778,C02,B14,115,3787.58,484
Public,3808,C03,B02,47,3811.92,484
Public,3818,C03,B03,35,3820.92,484
Public,3898,C03,B11,17,3899.42,484
Public,3948,C04,B01,85,3955.08,484
Public,3848,C03,B06,49,3852.08,483.67
Public,3948,C04,B01,97,3956.08,483.67
Public,3978,C04,B04,109,3987.08,483.67
Public,3888,C03,B10,119,3897.92,483.33
Public,3898,C03,B11,51,3902.25,483.33
Public,3938,C03,B15,69,3943.75,483.33
Public,3968,C04,B03,55,3972.58,483.33
Public,3558,C01,B07,87,3565.25,483
Public,3808,C03,B02,103,3816.58,483
Public,3928,C03,B14,101,3936.42,483
Public,3938,C03,B15,7,3938.58,483
Public,3958,C04,B02,5,3958.42,483
Public,3958,C04,B02,93,3965.75,483
Public,3978,C04,B04,97,3986.08,483
Public,3978,C04,B04,25,3980.08,482.67
Public,3988,C04,B05,97,3996.08,482.67
Public,3838,C03,B05,35,3840.92,482.33
Public,3888,C03,B10,93,3895.75,482.33
Public,3918,C03,B13,3,3918.25,482.33
Public,3958,C04,B02,45,3961.75,482.33
Public,4038,C04,B10,25,4040.08,482.33
Public,3508,C01,B02,71,3513.92,482
Public,3538,C01,B05,11,3538.92,482
Public,3608,C01,B12,87,3615.25,482
Public,3718,C02,B08,91,3725.58,482
Public,3798,C03,B01,35,3800.92,482
Public,3808,C03,B02,107,3816.92,482
Public,3868,C03,B08,99,3876.25,482
Public,3888,C03,B10,91,3895.58,481.67
Public,3958,C04,B02,107,3966.92,481.67
Public,3848,C03,B06,87,3855.25,481.33
Public,3558,C01,B07,89,3565.42,481
Public,3718,C02,B08,11,3718.92,481
Public,3738,C02,B10,115,3747.58,481
Public,3948,C04,B01,35,3950.92,481
Public,4028,C04,B09,103,4036.58,481
Public,3908,C03,B12,55,3912.58,480.67
Public,3958,C04,B02,9,3958.75,480.67
Public,3948,C04,B01,65,3953.42,480.33
Public,3728,C02,B09,41,3731.42,480
Public,3888,C03,B10,107,3896.92,480
Public,3958,C04,B02,15,3959.25,480
Public,3878,C03,B09,29,3880.42,479.67
Public,3898,C03,B11,25,3900.08,479.67
Public,3918,C03,B13,19,3919.58,479.67
Public,4038,C04,B10,35,4040.92,479.67
Public,3858,C03,B07,13,3859.08,479.33
Public,3998,C04,B06,87,4005.25,479.33
Public,3748,C02,B11,15,3749.25,479
Public,3878,C03,B09,83,3884.92,479
Public,3938,C03,B15,113,3947.42,479
Public,3928,C03,B14,103,3936.58,478.67
Public,3868,C03,B08,63,3873.25,478.33
Public,3888,C03,B10,69,3893.75,478.33
Public,3938,C03,B15,65,3943.42,478.33
Public,3668,C02,B03,43,3671.58,478
Public,3858,C03,B07,97,3866.08,478
Public,3888,C03,B10,103,3896.58,478
Public,3948,C04,B01,23,3949.92,478
Public,3998,C04,B06,13,3999.08,478
Public,3878,C03,B09,89,3885.42,477.67
Public,3888,C03,B10,51,3892.25,477.67
Public,3948,C04,B01,115,3957.58,477.67
Public,3998,C04,B06,31,4000.58,477.67
Public,4018,C04,B08,5,4018.42,477.67
Public,3918,C03,B13,53,3922.42,477.33
Public,3938,C03,B15,11,3938.92,477.33
Public,3958,C04,B02,13,3959.08,477.33
Public,3958,C04,B02,35,3960.92,477.33
Public,3508,C01,B02,39,3511.25,477
Public,3518,C01,B03,65,3523.42,477
Public,3538,C01,B05,77,3544.42,477
Public,3658,C02,B02,25,3660.08,477
Public,3738,C02,B10,23,3739.92,477
Public,3758,C02,B12,87,3765.25,477
Public,3808,C03,B02,81,3814.75,477
Public,3808,C03,B02,85,3815.08,477
Public,3808,C03,B02,101,3816.42,477
Public,3818,C03,B03,81,3824.75,477
Public,3928,C03,B14,75,3934.25,477
Public,3948,C04,B01,67,3953.58,477
Public,3958,C04,B02,29,3960.42,477
Public,4028,C04,B09,111,4037.25,476.67
Public,3498,C01,B01,65,3503.42,476
Public,3708,C02,B07,81,3714.75,476
Public,3738,C02,B10,17,3739.42,476
Public,3748,C02,B11,57,3752.75,476
Public,3878,C03,B09,5,3878.42,476
Public,3878,C03,B09,91,3885.58,476
Public,3898,C03,B11,47,3901.92,476
Public,3958,C04,B02,3,3958.25,476
Public,3858,C03,B07,37,3861.08,475.67
Public,3858,C03,B07,117,3867.75,475.67
Public,3948,C04,B01,5,3948.42,475.67
Public,3948,C04,B01,81,3954.75,475.67
Public,3958,C04,B02,109,3967.08,475.67
Public,3848,C03,B06,19,3849.58,475.33
Public,3878,C03,B09,17,3879.42,475.33
Public,3928,C03,B14,67,3933.58,475.33
Public,3988,C04,B05,3,3988.25,475.33
Public,3558,C01,B07,61,3563.08,475
Public,3678,C02,B04,55,3682.58,475
Public,3718,C02,B08,109,3727.08,475
Public,3768,C02,B13,107,3776.92,475
Public,3778,C02,B14,71,3783.92,475
Public,3778,C02,B14,105,3786.75,475
Public,3888,C03,B10,95,3895.92,475
Public,3848,C03,B06,85,3855.08,474.33
Public,3568,C01,B08,11,3568.92,474
Public,3848,C03,B06,83,3854.92,474
Public,3858,C03,B07,5,3858.42,474
Public,3938,C03,B15,99,3946.25,474
Public,3958,C04,B02,21,3959.75,473.67
Public,3988,C04,B05,35,3990.92,473.67
Public,3998,C04,B06,23,3999.92,473.67
Public,3888,C03,B10,47,3891.92,473.33
Public,3948,C04,B01,79,3954.58,473.33
Public,3498,C01,B01,21,3499.75,473
Public,3748,C02,B11,27,3750.25,473
Public,3788,C02,B15,119,3797.92,473
Public,3868,C03,B08,25,3870.08,473
Public,3938,C03,B15,21,3939.75,473
Public,3888,C03,B10,11,3888.92,472.67
Public,3948,C04,B01,75,3954.25,472.67
Public,3558,C01,B07,77,3564.42,472
Public,3628,C01,B14,25,3630.08,472
Public,3738,C02,B10,5,3738.42,472
Public,3768,C02,B13,73,3774.08,472
Public,3848,C03,B06,91,3855.58,472
Public,3868,C03,B08,103,3876.58,472
Public,3938,C03,B15,117,3947.75,472
Public,3968,C04,B03,117,3977.75,472
Public,4008,C04,B07,65,4013.42,472
Public,3928,C03,B14,73,3934.08,471.67
Public,3948,C04,B01,31,3950.58,471.67
Public,3928,C03,B14,95,3935.92,471.33
Public,3948,C04,B01,19,3949.58,471.33
Public,3968,C04,B03,31,3970.58,471.33
Public,4038,C04,B10,29,4040.42,471.33
Public,3528,C01,B04,109,3537.08,471
Public,3578,C01,B09,23,3579.92,471
Public,3608,C01,B12,49,3612.08,471
Public,3698,C02,B06,53,3702.42,471
Public,3738,C02,B10,7,3738.58,471
Public,3818,C03,B03,71,3823.92,471
Public,3898,C03,B11,35,3900.92,471
Public,3958,C04,B02,95,3965.92,471
Public,3878,C03,B09,55,3882.58,470.67
Public,3878,C03,B09,79,3884.58,470.67
Public,3888,C03,B10,15,3889.25,470.67
Public,3848,C03,B06,31,3850.58,470.33
Public,3868,C03,B08,55,3872.58,470.33
Public,3938,C03,B15,97,3946.08,470.33
Public,3538,C01,B05,15,3539.25,470
Public,3638,C01,B15,97,3646.08,470
Public,3768,C02,B13,85,3775.08,470
Public,3798,C03,B01,107,3806.92,470
Public,3958,C04,B02,115,3967.58,470
Public,3978,C04,B04,37,3981.08,470
Public,3978,C04,B04,87,3985.25,470
Public,3928,C03,B14,21,3929.75,469.67
Public,3928,C03,B14,69,3933.75,469.67
Public,3958,C04,B02,49,3962.08,469.33
Public,3818,C03,B03,95,3825.92,469
Public,3858,C03,B07,77,3864.42,469
Public,3848,C03,B06,37,3851.08,468.67
Public,3848,C03,B06,97,3856.08,468.67
Public,3838,C03,B05,111,3847.25,468.33
Public,3878,C03,B09,49,3882.08,468.33
Public,3948,C04,B01,93,3955.75,468.33
Public,3558,C01,B07,115,3567.58,468
Public,3608,C01,B12,79,3614.58,468
Public,3668,C02,B03,3,3668.25,468
Public,3738,C02,B10,9,3738.75,468
Public,3738,C02,B10,97,3746.08,468
Public,3748,C02,B11,5,3748.42,468
Public,3768,C02,B13,47,3771.92,468
Public,3788,C02,B15,11,3788.92,468
Public,3868,C03,B08,69,3873.75,468
Public,3948,C04,B01,87,3955.25,468
Public,3958,C04,B02,27,3960.25,468
Public,3958,C04,B02,47,3961.92,468
Public,3958,C04,B02,111,3967.25,468
Public,3888,C03,B10,67,3893.58,467.67
Public,3938,C03,B15,107,3946.92,467.67
Public,3948,C04,B01,47,3951.92,467.67
Public,3948,C04,B01,103,3956.58,467.33
Public,3968,C04,B03,61,3973.08,467.33
Public,3508,C01,B02,107,3516.92,467
Public,3708,C02,B07,21,3709.75,467
Public,3738,C02,B10,33,3740.75,467
Public,3758,C02,B12,117,3767.75,467
Public,3778,C02,B14,65,3783.42,467
Public,3788,C02,B15,109,3797.08,467
Public,3828,C03,B04,107,3836.92,467
Public,3928,C03,B14,19,3929.58,467
Public,3948,C04,B01,59,3952.92,467
Public,3948,C04,B01,111,3957.25,467
Public,3858,C03,B07,3,3858.25,466.33
Public,3908,C03,B12,47,3911.92,466.33
Public,3938,C03,B15,23,3939.92,466.33
Public,3938,C03,B15,25,3940.08,466.33
Public,3508,C01,B02,13,3509.08,466
Public,3618,C01,B13,83,3624.92,466
Public,3658,C02,B02,33,3660.75,466
Public,3658,C02,B02,51,3662.25,466
Public,3748,C02,B11,47,3751.92,466
Public,3778,C02,B14,39,3781.25,466
Public,3848,C03,B06,113,3857.42,465.67
Public,3948,C04,B01,69,3953.75,465.67
Public,3858,C03,B07,11,3858.92,465.33
Public,3958,C04,B02,37,3961.08,465.33
Public,3668,C02,B03,19,3669.58,465
Public,3698,C02,B06,105,3706.75,465
Public,3718,C02,B08,57,3722.75,465
Public,3738,C02,B10,21,3739.75,465
Public,3738,C02,B10,69,3743.75,465
Public,3748,C02,B11,73,3754.08,465
Public,3758,C02,B12,61,3763.08,465
Public,3788,C02,B15,69,3793.75,465
Public,3878,C03,B09,7,3878.58,464.67
Public,3888,C03,B10,55,3892.58,464.67
Public,3948,C04,B01,25,3950.08,464.67
Public,4018,C04,B08,97,4026.08,464.67
Public,3848,C03,B06,115,3857.58,464.33
Public,3888,C03,B10,23,3889.92,464.33
Public,3568,C01,B08,29,3570.42,464
Public,3708,C02,B07,111,3717.25,464
Public,3818,C03,B03,111,3827.25,464
Public,3888,C03,B10,1,3888.08,464
Public,3958,C04,B02,77,3964.42,464
Public,3828,C03,B04,13,3829.08,463.67
Public,3878,C03,B09,73,3884.08,463.67
Public,3848,C03,B06,17,3849.42,463.33
Public,3848,C03,B06,107,3856.92,463.33
Public,3678,C02,B04,33,3680.75,463
Public,3728,C02,B09,117,3737.75,463
Public,3788,C02,B15,79,3794.58,463
Public,3818,C03,B03,87,3825.25,463
Public,3858,C03,B07,55,3862.58,463
Public,3868,C03,B08,29,3870.42,463
Public,3968,C04,B03,119,3977.92,463
Public,3978,C04,B04,23,3979.92,462.67
Public,3558,C01,B07,79,3564.58,462
Public,3658,C02,B02,45,3661.75,462
Public,3818,C03,B03,63,3823.25,462
Public,3928,C03,B14,71,3933.92,462
Public,3848,C03,B06,95,3855.92,461.67
Public,3868,C03,B08,65,3873.42,461.67
Public,3538,C01,B05,63,3543.25,461
Public,3568,C01,B08,7,3568.58,461
Public,3648,C02,B01,73,3654.08,461
Public,3678,C02,B04,51,3682.25,461
Public,3888,C03,B10,43,3891.58,461
Public,3918,C03,B13,51,3922.25,461
Public,3968,C04,B03,107,3976.92,461
Public,3878,C03,B09,99,3886.25,460.67
Public,4028,C04,B09,15,4029.25,460.67
Public,3928,C03,B14,63,3933.25,460.33
Public,3608,C01,B12,3,3608.25,460
Public,3668,C02,B03,51,3672.25,460
Public,3768,C02,B13,37,3771.08,460
Public,3858,C03,B07,81,3864.75,459.67
Public,3898,C03,B11,13,3899.08,459.67
Public,4018,C04,B08,99,4026.25,459.33
Public,3608,C01,B12,39,3611.25,459
Public,3848,C03,B06,39,3851.25,459
Public,3858,C03,B07,43,3861.58,459
Public,3858,C03,B07,73,3864.08,459
Public,3888,C03,B10,49,3892.08,459
Public,3918,C03,B13,43,3921.58,459
Public,3858,C03,B07,75,3864.25,458.67
Public,3878,C03,B09,41,3881.42,458.67
Public,3898,C03,B11,29,3900.42,458.67
Public,3928,C03,B14,97,3936.08,458.67
Public,3928,C03,B14,61,3933.08,458.33
Public,3508,C01,B02,59,3512.92,458
Public,3708,C02,B07,113,3717.42,458
Public,3748,C02,B11,97,3756.08,458
Public,3858,C03,B07,25,3860.08,457.67
Public,3878,C03,B09,3,3878.25,457.67
Public,3878,C03,B09,93,3885.75,457.67
Public,3868,C03,B08,83,3874.92,457.33
Public,4028,C04,B09,11,4028.92,457.33
Public,3798,C03,B01,87,3805.25,457
Public,3878,C03,B09,59,3882.92,457
Public,3868,C03,B08,21,3869.75,456.33
Public,3958,C04,B02,105,3966.75,456.33
Public,3638,C01,B15,41,3641.42,456
Public,3708,C02,B07,13,3709.08,456
Public,3758,C02,B12,79,3764.58,456
Public,3868,C03,B08,71,3873.92,456
Public,3878,C03,B09,105,3886.75,456
Public,3898,C03,B11,5,3898.42,456
Public,3948,C04,B01,109,3957.08,456
Public,4038,C04,B10,31,4040.58,456
Public,3858,C03,B07,71,3863.92,455.67
Public,3948,C04,B01,91,3955.58,455.67
Public,3608,C01,B12,63,3613.25,455
Public,3648,C02,B01,13,3649.08,455
Public,3708,C02,B07,93,3715.75,455
Public,3738,C02,B10,3,3738.25,455
Public,3748,C02,B11,55,3752.58,455
Public,3748,C02,B11,87,3755.25,455
Public,3898,C03,B11,59,3902.92,455
Public,3858,C03,B07,111,3867.25,454.67
Public,3868,C03,B08,87,3875.25,454.67
Public,3878,C03,B09,27,3880.25,454.67
Public,3908,C03,B12,23,3909.92,454.33
Public,4028,C04,B09,19,4029.58,454.33
Public,3868,C03,B08,9,3868.75,454
Public,3878,C03,B09,97,3886.08,454
Public,3898,C03,B11,105,3906.75,453.67
Public,3948,C04,B01,53,3952.42,453.33
Public,3668,C02,B03,89,3675.42,453
Public,3678,C02,B04,57,3682.75,453
Public,3678,C02,B04,95,3685.92,453
Public,3758,C02,B12,11,3758.92,453
Public,3878,C03,B09,71,3883.92,453
Public,3888,C03,B10,39,3891.25,453
Public,3958,C04,B02,79,3964.58,453
Public,3978,C04,B04,93,3985.75,453
Public,3848,C03,B06,99,3856.25,452.67
Public,3898,C03,B11,89,3905.42,452.67
Public,4008,C04,B07,115,4017.58,452.67
Public,3868,C03,B08,81,3874.75,452.33
Public,3878,C03,B09,65,3883.42,452.33
Public,3628,C01,B14,73,3634.08,452
Public,3658,C02,B02,7,3658.58,452
Public,3658,C02,B02,71,3663.92,452
Public,3658,C02,B02,77,3664.42,452
Public,3688,C02,B05,69,3693.75,452
Public,4028,C04,B09,93,4035.75,452
Public,3958,C04,B02,87,3965.25,451.33
Public,3748,C02,B11,115,3757.58,451
Public,3828,C03,B04,73,3834.08,450.33
Public,3958,C04,B02,39,3961.25,450.33
Public,3508,C01,B02,23,3509.92,450
Public,3568,C01,B08,49,3572.08,450
Public,3708,C02,B07,73,3714.08,450
Public,3808,C03,B02,105,3816.75,450
Public,3838,C03,B05,41,3841.42,450
Public,3848,C03,B06,117,3857.75,450
Public,3888,C03,B10,17,3889.42,450
Public,3948,C04,B01,83,3954.92,450
Public,3958,C04,B02,119,3967.92,450
Public,3898,C03,B11,63,3903.25,449.67
Public,3848,C03,B06,73,3854.08,449.33
Public,3528,C01,B04,5,3528.42,449
Public,3708,C02,B07,47,3711.92,449
Public,3748,C02,B11,13,3749.08,449
Public,3778,C02,B14,47,3781.92,449
Public,3808,C03,B02,5,3808.42,449
Public,3818,C03,B03,7,3818.58,449
Public,3868,C03,B08,7,3868.58,449
Public,3938,C03,B15,49,3942.08,449
Public,3958,C04,B02,55,3962.58,448.67
Public,3858,C03,B07,19,3859.58,448.33
Public,3868,C03,B08,41,3871.42,448.33
Public,3868,C03,B08,47,3871.92,448.33
Public,3658,C02,B02,27,3660.25,448
Public,3668,C02,B03,27,3670.25,448
Public,3728,C02,B09,7,3728.58,448
Public,3728,C02,B09,35,3730.92,448
Public,3788,C02,B15,37,3791.08,448
Public,3898,C03,B11,103,3906.58,448
Public,3988,C04,B05,91,3995.58,448
Public,3888,C03,B10,75,3894.25,447.67
Public,3818,C03,B03,21,3819.75,447
Public,3878,C03,B09,111,3887.25,447
Public,3958,C04,B02,31,3960.58,446.67
Public,3958,C04,B02,91,3965.58,446.67
Public,3918,C03,B13,59,3922.92,446.33
Public,3958,C04,B02,1,3958.08,446.33
Public,3538,C01,B05,39,3541.25,446
Public,3548,C01,B06,11,3548.92,446
Public,3638,C01,B15,93,3645.75,446
Public,3708,C02,B07,27,3710.25,446
Public,3738,C02,B10,101,3746.42,446
Public,3958,C04,B02,19,3959.58,446
Public,3898,C03,B11,27,3900.25,445.67
Public,3868,C03,B08,107,3876.92,445.33
Public,3518,C01,B03,91,3525.58,445
Public,3608,C01,B12,27,3610.25,445
Public,3708,C02,B07,91,3715.58,445
Public,3718,C02,B08,69,3723.75,445
Public,3738,C02,B10,109,3747.08,445
Public,3848,C03,B06,23,3849.92,444.67
Public,3868,C03,B08,105,3876.75,444.67
Public,3888,C03,B10,33,3890.75,444.33
Public,3928,C03,B14,65,3933.42,444.33
Public,3968,C04,B03,91,3975.58,444.33
Public,3738,C02,B10,43,3741.58,444
Public,3768,C02,B13,109,3777.08,444
Public,3788,C02,B15,113,3797.42,444
Public,3878,C03,B09,53,3882.42,444
Public,3928,C03,B14,35,3930.92,444
Public,4008,C04,B07,41,4011.42,443.67
Public,3848,C03,B06,93,3855.75,443.33
Public,3878,C03,B09,45,3881.75,443.33
Public,3708,C02,B07,87,3715.25,443
Public,3878,C03,B09,15,3879.25,443
Public,3988,C04,B05,105,3996.75,442.67
Public,3838,C03,B05,91,3845.58,442.33
Public,3878,C03,B09,1,3878.08,442.33
Public,3618,C01,B13,107,3626.92,442
Public,3708,C02,B07,31,3710.58,442
Public,3708,C02,B07,75,3714.25,442
Public,3728,C02,B09,29,3730.42,442
Public,3788,C02,B15,15,3789.25,442
Public,3788,C02,B15,73,3794.08,442
Public,3788,C02,B15,99,3796.25,442
Public,3868,C03,B08,113,3877.42,442
Public,3898,C03,B11,95,3905.92,442
Public,3938,C03,B15,41,3941.42,441.67
Public,3838,C03,B05,9,3838.75,441.33
Public,3978,C04,B04,31,3980.58,441.33
Public,3598,C01,B11,95,3605.92,441
Public,3938,C03,B15,101,3946.42,441
Public,4038,C04,B10,37,4041.08,441
Public,4018,C04,B08,95,4025.92,440.67
Public,3858,C03,B07,107,3866.92,440.33
Public,3888,C03,B10,65,3893.42,440.33
Public,3528,C01,B04,13,3529.08,440
Public,3548,C01,B06,5,3548.42,440
Public,3568,C01,B08,31,3570.58,440
Public,3658,C02,B02,63,3663.25,440
Public,3728,C02,B09,63,3733.25,440
Public,3788,C02,B15,111,3797.25,440
Public,3838,C03,B05,39,3841.25,440
Public,3868,C03,B08,67,3873.58,440
Public,3978,C04,B04,9,3978.75,440
Public,3878,C03,B09,37,3881.08,439.67
Public,3868,C03,B08,85,3875.08,439.33
Public,3598,C01,B11,75,3604.25,439
Public,3638,C01,B15,73,3644.08,439
Public,3778,C02,B14,91,3785.58,439
Public,3948,C04,B01,99,3956.25,439
Public,3858,C03,B07,79,3864.58,438.67
Public,3878,C03,B09,109,3887.08,438.67
Public,3878,C03,B09,13,3879.08,438.33
Public,3638,C01,B15,19,3639.58,438
Public,3868,C03,B08,27,3870.25,437.67
Public,3878,C03,B09,113,3887.42,437.67
Public,3828,C03,B04,71,3833.92,437.33
Public,3858,C03,B07,33,3860.75,437.33
Public,3918,C03,B13,117,3927.75,437.33
Public,3648,C02,B01,31,3650.58,437
Public,3738,C02,B10,19,3739.58,437
Public,3888,C03,B10,19,3889.58,437
Public,3888,C03,B10,85,3895.08,436.33
Public,3608,C01,B12,17,3609.42,436
Public,3618,C01,B13,25,3620.08,436
Public,3818,C03,B03,89,3825.42,436
Public,3938,C03,B15,33,3940.75,435.67
Public,3908,C03,B12,35,3910.92,435.33
Public,3948,C04,B01,21,3949.75,435.33
Public,3508,C01,B02,1,3508.08,435
Public,3538,C01,B05,61,3543.08,435
Public,3578,C01,B09,65,3583.42,435
Public,3768,C02,B13,13,3769.08,435
Public,3858,C03,B07,69,3863.75,434.67
Public,3948,C04,B01,17,3949.42,434.67
Public,3868,C03,B08,23,3869.92,434.33
Public,3778,C02,B14,67,3783.58,434
Public,3908,C03,B12,33,3910.75,433.67
Public,3538,C01,B05,91,3545.58,433
Public,3558,C01,B07,57,3562.75,433
Public,3658,C02,B02,79,3664.58,433
Public,3868,C03,B08,79,3874.58,432.67
Public,3878,C03,B09,103,3886.58,432.67
Public,3868,C03,B08,39,3871.25,432.33
Public,3738,C02,B10,25,3740.08,432
Public,3798,C03,B01,53,3802.42,432
Public,3958,C04,B02,85,3965.08,432
Public,3888,C03,B10,3,3888.25,431.67
Public,3948,C04,B01,1,3948.08,431.67
Public,3848,C03,B06,101,3856.42,431.33
Public,3858,C03,B07,109,3867.08,431.33
Public,3868,C03,B08,53,3872.42,431.33
Public,3608,C01,B12,51,3612.25,431
Public,3818,C03,B03,3,3818.25,431
Public,3868,C03,B08,73,3874.08,431
Public,3988,C04,B05,59,3992.92,431
Public,3728,C02,B09,69,3733.75,430
Public,3838,C03,B05,87,3845.25,430
Public,4078,C04,B14,81,4084.75,430
Public,3898,C03,B11,113,3907.42,429
Public,3968,C04,B03,109,3977.08,429
Public,3688,C02,B05,73,3694.08,428
Public,3868,C03,B08,15,3869.25,427.33
Public,3898,C03,B11,111,3907.25,427.33
Public,3558,C01,B07,83,3564.92,427
Public,3588,C01,B10,19,3589.58,427
Public,3878,C03,B09,21,3879.75,426.67
Public,3878,C03,B09,75,3884.25,426.67
Public,3868,C03,B08,19,3869.58,426.33
Public,3908,C03,B12,89,3915.42,426.33
Public,3838,C03,B05,95,3845.92,426
Public,3868,C03,B08,111,3877.25,425.33
Public,3738,C02,B10,59,3742.92,425
Public,3828,C03,B04,109,3837.08,425
Public,3878,C03,B09,25,3880.08,425
Public,3938,C03,B15,115,3947.58,425
Public,3868,C03,B08,119,3877.92,424.67
Public,3968,C04,B03,65,3973.42,424.67
Public,3968,C04,B03,43,3971.58,424.33
Public,3638,C01,B15,119,3647.92,424
Public,3898,C03,B11,43,3901.58,424
Public,3948,C04,B01,15,3949.25,424
Public,3958,C04,B02,23,3959.92,424
Public,4008,C04,B07,95,4015.92,424
Public,3858,C03,B07,91,3865.58,423
Public,3868,C03,B08,61,3873.08,422.67
Public,3888,C03,B10,13,3889.08,422.67
Public,3518,C01,B03,31,3520.58,422
Public,3798,C03,B01,113,3807.42,422
Public,3838,C03,B05,93,3845.75,422
Public,4038,C04,B10,39,4041.25,422
Public,3878,C03,B09,69,3883.75,421.67
Public,4008,C04,B07,97,4016.08,421.67
Public,4018,C04,B08,71,4023.92,420.67
Public,3948,C04,B01,45,3951.75,420.33
Public,3508,C01,B02,103,3516.58,420
Public,3518,C01,B03,23,3519.92,420
Public,3698,C02,B06,39,3701.25,420
Public,3848,C03,B06,103,3856.58,419.67
Public,3938,C03,B15,37,3941.08,419.67
Public,3938,C03,B15,93,3945.75,419.67
Public,3888,C03,B10,37,3891.08,419.33
Public,3598,C01,B11,111,3607.25,418
Public,3868,C03,B08,89,3875.42,418
Public,3848,C03,B06,21,3849.75,417.67
Public,3538,C01,B05,93,3545.75,417
Public,3708,C02,B07,25,3710.08,417
Public,3898,C03,B11,67,3903.58,417
Public,3968,C04,B03,101,3976.42,416.33
Public,3848,C03,B06,27,3850.25,415
Public,3858,C03,B07,23,3859.92,415
Public,3908,C03,B12,5,3908.42,415
Public,3928,C03,B14,17,3929.42,414.33
Public,3628,C01,B14,111,3637.25,414
Public,3968,C04,B03,53,3972.42,414
Public,4008,C04,B07,111,4017.25,414
Public,3838,C03,B05,15,3839.25,413.33
Public,3868,C03,B08,11,3868.92,413.33
Public,3918,C03,B13,63,3923.25,413.33
Public,3618,C01,B13,95,3625.92,413
Public,3708,C02,B07,39,3711.25,413
Public,3838,C03,B05,55,3842.58,412.33
Public,3838,C03,B05,19,3839.58,412
Public,3968,C04,B03,35,3970.92,411.33
Public,3888,C03,B10,83,3894.92,410.67
Public,3888,C03,B10,5,3888.42,410
Public,4038,C04,B10,63,4043.25,410
Public,3858,C03,B07,61,3863.08,409.67
Public,3868,C03,B08,57,3872.75,409.67
Public,3678,C02,B04,119,3687.92,409
Public,3878,C03,B09,33,3880.75,409
Public,3868,C03,B08,17,3869.42,408.67
Public,3828,C03,B04,35,3830.92,408.33
Public,3508,C01,B02,101,3516.42,408
Public,3528,C01,B04,17,3529.42,408
Public,3658,C02,B02,37,3661.08,408
Public,3718,C02,B08,89,3725.42,408
Public,3838,C03,B05,21,3839.75,408
Public,3918,C03,B13,37,3921.08,408
Public,3848,C03,B06,13,3849.08,407
Public,3878,C03,B09,19,3879.58,407
Public,3538,C01,B05,65,3543.42,406
Public,3848,C03,B06,77,3854.42,406
Public,3878,C03,B09,63,3883.25,405.33
Public,3568,C01,B08,1,3568.08,404
Public,3698,C02,B06,65,3703.42,403
Public,3818,C03,B03,85,3825.08,403
Public,3878,C03,B09,95,3885.92,402.67
Public,3558,C01,B07,39,3561.25,402
Public,3598,C01,B11,55,3602.58,402
Public,3848,C03,B06,11,3848.92,401.67
Public,3898,C03,B11,87,3905.25,400.33
Public,3638,C01,B15,75,3644.25,400
Public,3738,C02,B10,57,3742.75,400
Public,3868,C03,B08,91,3875.58,399.67
Public,3948,C04,B01,57,3952.75,399.67
Public,3868,C03,B08,109,3877.08,399.33
Public,3888,C03,B10,35,3890.92,399.33
Public,3588,C01,B10,35,3590.92,399
Public,3698,C02,B06,19,3699.58,399
Public,3728,C02,B09,67,3733.58,399
Public,3848,C03,B06,105,3856.75,399
Public,3908,C03,B12,19,3909.58,398.33
Public,3818,C03,B03,5,3818.42,398
Public,3528,C01,B04,61,3533.08,397
Public,3718,C02,B08,59,3722.92,397
Public,3708,C02,B07,109,3717.08,396
Public,3778,C02,B14,103,3786.58,396
Public,3868,C03,B08,35,3870.92,395.33
