,Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2,Outliers,Chemofacies_PCA,PCA1,PCA2,Chemofacies_Train
157,Public,3998,C04,B06,87,4005.25,,3995.25,0.56,0.05,1.13,8.05,0.32,1.03,0.15,21.52,0.05,176.29,1,111,677.37,42.78,3.61,173.07,91.6,265.16,12.6,38.76,25,6,3.47,12.77,36.5,1128.23,13.56,59.82,8.24,132.19,Eagle Ford,Lower Eagle Ford,FALSE,3,4.977009975,-1.361463938,3
162,Public,3998,C04,B06,99,4006.25,,3996.25,0.45,0.53,0.69,12.25,0.48,1.15,0.09,21.55,0.04,192.65,0.8,111,482.02,69.92,4.57,191.4,101.14,212.11,10.6,52.33,25.57,6,3.18,17.04,23.09,795.16,11.75,63.47,7.15,201.83,Eagle Ford,Lower Eagle Ford,FALSE,3,4.88444203,-0.632118909,3
167,Public,3998,C04,B06,111,4007.25,,3997.25,0.4,0.8,1.46,9.63,0.32,1.39,0.21,24.23,0.07,164.67,1.05,111,872.49,51.78,5.51,175.45,97.21,287.81,10.53,37.82,25,6,3.03,9.62,30.41,1132.99,8.87,38.13,8.04,195.61,Eagle Ford,Lower Eagle Ford,FALSE,3,4.841864017,-2.647315291,3
169,Public,3998,C04,B06,115,4007.58,,3997.58,0.5,0.64,2.44,8.91,0.35,1.65,0.24,22.88,0.11,149.42,1.39,425.25,1379.4,41.7,5.42,179.29,87.5,201.9,11.15,44.17,25,6,3.24,8.13,38.17,1042.94,7.16,41.21,7.14,213.4,Eagle Ford,Lower Eagle Ford,FALSE,3,6.641962448,-2.737605955,3
170,Public,3998,C04,B06,119,4007.92,,3997.92,0.46,1.12,2.51,9.74,0.42,1.85,0.3,22.7,0.11,155.01,1.44,657.84,1485.06,40.82,4.16,206.35,114.51,262.54,14.3,49.2,25,6,3.38,12.53,34.8,957.05,11.73,58.1,8.54,261.31,Eagle Ford,Lower Eagle Ford,FALSE,3,9.357302815,-2.354202558,3
179,Public,4008,C04,B07,17,4009.42,,3999.42,0.49,0.4,2.3,11.83,0.31,1.54,0.21,18.29,0.12,163.86,1.4,506.7,1099.21,64.11,3.13,154.69,76.85,179.78,9.36,49.26,27.17,6,2.87,12.86,22.44,984.42,7.56,36.41,5.78,173.24,Eagle Ford,Lower Eagle Ford,FALSE,3,6.499852495,-1.863991695,3
180,Public,4008,C04,B07,19,4009.58,,3999.58,0.41,1.04,1.9,11.36,0.34,2.25,0.3,20.94,0.1,150.6,1.43,180.81,1356.22,44.16,3.95,210.2,93.4,245.42,10.72,36.14,25,6,2.97,10.32,27.44,1091.96,7.48,23.45,5.64,224.06,Eagle Ford,Lower Eagle Ford,FALSE,3,6.530852076,-3.387887642,3
185,Public,4008,C04,B07,29,4010.42,,4000.42,0.5,0.46,2.12,11.92,0.31,1.64,0.27,19.08,0.12,143.58,1.52,402.64,1116.97,61.05,4.39,226.92,103.61,218.81,11.7,48.27,25,6,3.8,18.41,35.43,853.16,8.98,57.83,8.34,236.78,Eagle Ford,Lower Eagle Ford,FALSE,3,8.781795855,-1.520240529,3
188,Public,4008,C04,B07,35,4010.92,,4000.92,0.38,0.62,1.34,9.51,0.3,1.33,0.18,24.36,0.08,165.46,1.08,111,807.8,54.23,6.43,124.61,77.87,161.24,8.62,42.85,26.37,6,2.72,9.37,23.87,1069.34,7.78,36.84,7.97,99.17,Eagle Ford,Lower Eagle Ford,FALSE,3,3.334746937,-2.009449463,3
190,Public,4008,C04,B07,39,4011.25,,4001.25,0.49,0.54,1.5,11.34,0.29,1.49,0.21,20.43,0.07,132.94,1.25,241.49,985.72,59.21,4.7,214.06,86.96,265.31,10.19,32.05,25,6,3,9.2,32.36,985.09,6.42,33.95,7.37,190.98,Eagle Ford,Lower Eagle Ford,FALSE,3,5.507107829,-2.553809005,3
201,Public,4008,C04,B07,63,4013.25,,4003.25,0.51,0.28,1.67,6.98,0.14,0.74,0.11,25.09,0.06,176.61,0.93,111,388.9,57.46,5.42,181.21,87.04,246.82,12.63,44.67,25,6,3.05,10.74,28.63,1044.84,12.34,62.85,10.88,141.92,Eagle Ford,Lower Eagle Ford,FALSE,3,4.18232548,-0.445056618,3
202,Public,4008,C04,B07,65,4013.42,,4003.42,0.49,0.44,2.24,15.05,0.38,1.46,0.23,15.89,0.09,180.98,1.18,526.91,1122.37,73.67,5.37,232.38,92.56,258.68,10.25,36.96,25,6,3.14,18.12,21.92,770.71,11.37,53.52,8.33,193.84,Eagle Ford,Lower Eagle Ford,FALSE,3,7.274716459,0.382908364,3
203,Public,4008,C04,B07,67,4013.58,,4003.58,0.45,0.84,1.98,12.06,0.28,1.68,0.26,20.35,0.08,139.68,1.29,123.51,1193.05,57.53,4.46,248.83,103.14,233.15,10.23,37.85,25,6,3.45,10.59,40.35,921.96,15.05,44.26,10.26,203.24,Eagle Ford,Lower Eagle Ford,FALSE,3,7.601500249,-2.041146705,3
217,Public,4008,C04,B07,95,4015.92,,4005.92,0.5,0.59,2.43,12.41,0.25,1.32,0.3,20.48,0.1,160.87,1.25,121.99,869.84,66.37,3.77,153.51,79.89,173.47,10.23,33.48,25,6,3.32,24.5,11.11,842.26,14.24,43.26,8.85,155.59,Eagle Ford,Lower Eagle Ford,FALSE,3,6.106152871,1.416606594,3
224,Public,4008,C04,B07,109,4017.08,,4007.08,0.48,0.83,2.09,12.41,0.35,1.58,0.36,21.63,0.1,150.14,1.36,491.23,1097.22,58.1,5.28,199.31,95.93,232.24,9.84,39.78,26.28,6,3.68,23.13,24.33,987.29,10.48,39.64,6.96,193.47,Eagle Ford,Lower Eagle Ford,FALSE,3,7.705369668,-1.136938225,3
225,Public,4008,C04,B07,111,4017.25,,4007.25,0.44,0.89,1.6,11.73,0.41,1.48,0.25,22.22,0.08,160.78,1.18,111,758.93,63.28,5.45,171.01,79.41,162.3,7.96,39.91,25.49,6,3.15,13.94,25.88,1005.13,8,27.09,8.43,181.31,Eagle Ford,Lower Eagle Ford,FALSE,3,4.997192526,-1.680415133,3
242,Public,4018,C04,B08,33,4020.75,,4010.75,0.46,0.55,1.31,10.71,0.41,1.31,0.2,21.13,0.06,166.04,1.12,111,991.38,53.19,5.2,170.55,83.03,197.14,9.22,30.94,25,6,2.81,10.51,26.83,922.7,14.94,35.2,7.82,185.01,Eagle Ford,Lower Eagle Ford,FALSE,3,4.469973477,-0.940202038,3
253,Public,4018,C04,B08,55,4022.58,,4012.58,0.41,0.89,2.01,14.89,0.37,1.64,0.34,17.43,0.1,174.67,1.26,111,790.53,84.15,3.94,144.82,65.18,116.63,10.34,35.01,25,6,3.27,19.26,24.46,703.6,12.6,59.75,8.96,152.56,Eagle Ford,Lower Eagle Ford,FALSE,3,6.560352093,1.01414661,3
256,Public,4018,C04,B08,61,4023.08,,4013.08,0.57,0.38,5.27,13.57,0.26,1.26,0.31,14.89,0.17,187.8,1.17,922.56,931.6,54.31,4.81,108.92,59.33,131.66,13.22,34.23,25,6,2.69,20.1,10,571.91,20.62,161.27,9.35,123.9,Eagle Ford,Lower Eagle Ford,FALSE,3,8.43536711,6.097826163,3
259,Public,4018,C04,B08,69,4023.75,,4013.75,0.55,0.63,4.64,17.48,0.29,1.31,0.44,12.34,0.14,186.48,1.33,600.84,945.71,85.39,6.41,130.19,59.32,124.4,15.19,36.92,26.35,6,3.53,29.45,10,504.02,19.67,140.74,9.61,139.1,Eagle Ford,Lower Eagle Ford,FALSE,3,9.97770698,6.336197748,3
286,Public,4028,C04,B09,11,4028.92,,4018.92,0.61,0.06,3.08,12.56,0.28,1.45,0.27,16.48,0.11,169.02,1.5,199.36,980.47,56.75,4.01,124.32,56.51,115.74,11.34,33.37,25,6,2.95,17.76,17.75,591.69,13.83,87.98,7.27,110.02,Eagle Ford,Lower Eagle Ford,FALSE,3,6.110557497,2.762311731,3
291,Public,4028,C04,B09,23,4029.92,,4019.92,0.52,0.54,1.75,13.17,0.42,1.2,0.25,19.66,0.07,175.14,1.03,297.18,1081.85,66.92,6.06,173.37,76.42,188.63,7.51,32.98,25.69,6,3.21,15.64,26.23,754.7,17.87,71.34,10.41,167.28,Eagle Ford,Lower Eagle Ford,FALSE,3,6.07439186,1.255018524,3
294,Public,4028,C04,B09,29,4030.42,,4020.42,0.46,0.63,2.82,11.81,0.29,1.51,0.34,19.78,0.1,164.86,1.2,401.89,1522.27,45.97,5.89,268.03,108.82,251.24,11.71,37.93,25,6,3.72,18.87,32.74,718.85,14.08,76.29,10.05,247.03,Eagle Ford,Lower Eagle Ford,FALSE,3,8.965913451,-0.130169936,3
295,Public,4028,C04,B09,31,4030.58,,4020.58,0.49,0.67,1.91,12.2,0.41,1.41,0.25,20.72,0.1,170.41,1.26,111,1193.61,54.9,5.6,188.06,81.69,169.11,10.3,31.82,25,6,3.15,13.21,30.47,815.2,16.73,44.06,9.37,162.96,Eagle Ford,Lower Eagle Ford,FALSE,3,6.151108788,-0.001057337,3
296,Public,4028,C04,B09,33,4030.75,,4020.75,0.47,0.73,2.15,13.77,0.4,1.71,0.27,18.29,0.11,155.02,1.46,383.08,1279.54,60.91,5.02,193.54,75.74,175.45,8.78,34.72,25,6,3.13,15.35,27.87,687.14,10.9,48.7,9.42,179.16,Eagle Ford,Lower Eagle Ford,FALSE,3,7.14873664,-0.294339044,3
297,Public,4028,C04,B09,35,4030.92,,4020.92,0.47,0.88,1.73,10.52,0.41,1.47,0.24,23.28,0.1,186.94,1.21,392.76,1143.48,40,4.64,172.5,72.27,159.18,7.86,40.09,27.74,6,2.85,8.47,28.08,833.63,8.67,37.66,7.53,165.09,Eagle Ford,Lower Eagle Ford,FALSE,3,5.343761848,-2.194437889,3
302,Public,4028,C04,B09,45,4031.75,,4021.75,0.45,0.39,2.56,10.92,0.31,1.59,0.32,21,0.12,159.82,1.4,713.96,1219.05,52,4.43,177.96,73.65,150.33,11.08,39.94,25,6,3.34,17.94,24.2,692.48,14.43,68.57,9.42,181.11,Eagle Ford,Lower Eagle Ford,FALSE,3,7.735841468,0.705881683,3
304,Public,4028,C04,B09,49,4032.08,,4022.08,0.45,0.46,2.86,10.63,0.33,1.86,0.39,20.98,0.15,174.98,1.56,909.39,1418.95,40,6.76,187.79,92.53,206.39,14.21,43.11,25,6,3.9,26.74,23.14,730.63,17.74,59.03,8.82,231.22,Eagle Ford,Lower Eagle Ford,FALSE,3,9.743900874,1.205629916,3
305,Public,4028,C04,B09,51,4032.25,,4022.25,0.44,0.49,2.57,9.9,0.21,1.48,0.41,21.94,0.11,140.89,1.35,380.32,1746.81,40,6.58,251.73,100.28,149.21,8.55,37.06,25,6,3.81,24.73,21.39,770.94,16.02,59.49,10.67,229.85,Eagle Ford,Lower Eagle Ford,FALSE,3,8.199614839,0.516603542,3
306,Public,4028,C04,B09,53,4032.42,,4022.42,0.56,0.28,2.95,11.4,0.33,1.54,0.48,19.22,0.12,137.14,1.38,111,2040.9,40,3.52,291.72,123.31,264.97,12.37,33.39,25,6,4.53,32.36,27.77,748.91,20.09,66.07,9.68,281.36,Eagle Ford,Lower Eagle Ford,FALSE,3,11.43595996,0.608865741,3
16,Public,3978,C04,B04,31,3980.58,,3970.58,0.43,0.43,1.5,10.8,0.2,0.92,0.24,24.96,0.07,204.12,0.8,111,196.7,82.27,5.77,62.36,41.85,84.54,8.63,15.82,25,6,3.22,21.75,14.29,1104.11,11,30.77,6.83,7.82,Eagle Ford,Lower Eagle Ford,FALSE,4,0.976783228,1.903533575,4
20,Public,3978,C04,B04,39,3981.25,,3971.25,0.49,0.76,2.17,10.9,0.22,1.13,0.32,23.41,0.08,197.8,1.04,167.83,246.83,73.81,6.76,58.55,49.14,98.8,9.4,20.57,25,6,3.24,21.72,13.12,1091.98,12.46,38.02,6.15,10.89,Eagle Ford,Lower Eagle Ford,FALSE,4,2.148564537,2.350642685,4
21,Public,3978,C04,B04,41,3981.42,,3971.42,0.37,0.58,1.74,8.84,0.36,1.13,0.24,26.47,0.07,188.82,1.09,111,225.59,75.54,4.59,77.88,50.38,62.16,7.41,22.47,25,6,3.33,19.69,20.6,1322.12,15.27,28.11,7.84,14.09,Eagle Ford,Lower Eagle Ford,FALSE,4,2.112721652,0.472175532,4
36,Public,3978,C04,B04,71,3983.92,,3973.92,0.61,0.04,1.87,8.54,0.2,1.63,0.27,18.45,0.11,177.24,1.64,111,129.82,68.33,5.43,74.52,52.54,103.93,9.17,33.77,25,6,3.52,23.33,19.47,1011.11,11.66,46.98,7.12,18.22,Eagle Ford,Lower Eagle Ford,FALSE,4,4.071516986,1.79641749,4
37,Public,3978,C04,B04,73,3984.08,,3974.08,0.5,0.64,1.7,10.47,0.31,1.45,0.21,21.82,0.08,194.95,1.32,111,174.28,67.63,6.06,86.36,49.89,109.85,6.39,26.41,25,6,3.06,15.18,22.56,1196.79,10.21,29.58,7.13,44.33,Eagle Ford,Lower Eagle Ford,FALSE,4,2.211550791,0.249362752,4
40,Public,3978,C04,B04,79,3984.58,,3974.58,0.58,0.18,1.92,12.36,0.22,1.16,0.28,20.86,0.1,180.82,0.97,294.25,373.95,100.24,5.78,88.03,60.63,158.34,8.1,23.71,25,6,3.16,23.05,12.5,829.86,16.79,57.33,6.82,25.31,Eagle Ford,Lower Eagle Ford,FALSE,4,3.7691742,3.632300459,4
41,Public,3978,C04,B04,81,3984.75,,3974.75,0.65,0.04,2.2,11.96,0.22,1.08,0.34,17.07,0.1,162.73,0.97,111,527.51,91.79,8.36,97.85,66.36,179.45,13.07,24.52,25,6,3.84,33.8,11.72,711.37,21.88,92.08,8.08,42.99,Eagle Ford,Lower Eagle Ford,FALSE,4,5.818004917,5.935072618,4
42,Public,3978,C04,B04,83,3984.92,,3974.92,0.47,0.67,1.78,10.11,0.29,1.21,0.24,24.65,0.08,189.32,1.07,278.28,399.9,67.1,6.25,95.99,53.25,100.88,9.38,22.7,25,6,3.1,15.98,20.52,1175.81,13.22,33.55,6.8,40.61,Eagle Ford,Lower Eagle Ford,FALSE,4,2.442774683,0.843407562,4
49,Public,3978,C04,B04,97,3986.08,,3976.08,0.45,0.81,2.14,10.46,0.33,1.54,0.27,23.36,0.11,194.91,1.25,226.05,698.21,61.56,5.85,108.79,67.13,245.58,7.8,28.08,25,6,2.82,14.01,17.92,1040.94,6.76,47.06,5.31,49.22,Eagle Ford,Lower Eagle Ford,FALSE,4,3.40544896,-0.288474548,4
54,Public,3978,C04,B04,115,3987.58,,3977.58,0.52,0.25,1.73,10.32,0.16,0.91,0.22,24.31,0.06,182.51,0.82,111,339.77,69.26,6.26,73.16,54.24,120.23,6.42,23.19,25,6,2.97,16.27,19.56,1019.71,15.41,51.56,7.97,8.82,Eagle Ford,Lower Eagle Ford,FALSE,4,1.465511525,2.040649413,4
55,Public,3978,C04,B04,117,3987.75,,3977.75,0.55,0.1,1.35,11.64,0.16,0.83,0.24,18.89,0.07,192.09,0.92,111,132.58,92.54,6.76,58.96,42.94,95.26,8.52,16.37,25,6,3.14,24.87,10,840.09,17.69,46.7,8.68,6,Eagle Ford,Lower Eagle Ford,FALSE,4,1.965740231,4.397216471,4
65,Public,3988,C04,B05,17,3989.42,,3979.42,0.51,1.39,1.46,9.6,0.23,0.79,0.24,21.6,0.06,249.62,0.87,111,80.46,69.23,5.27,40.43,38.51,70.08,8.68,17.77,25,6,2.88,19.43,11.52,987.52,14.66,38.45,5.36,6,Eagle Ford,Lower Eagle Ford,FALSE,4,0.338534878,2.956124277,4
72,Public,3988,C04,B05,31,3990.58,,3980.58,0.53,1.28,1.37,10.47,0.28,1.37,0.23,17.37,0.08,221.36,1.28,111,191.08,90.88,3.64,85.99,53.08,124.53,8.34,28.65,25,6,3.32,19.56,25.48,867.31,15.06,52,6.5,27.76,Eagle Ford,Lower Eagle Ford,FALSE,4,3.621745605,1.849232154,4
73,Public,3988,C04,B05,33,3990.75,,3980.75,0.56,0.47,1.55,9.81,0.29,1.75,0.22,15.69,0.09,170.9,1.73,111,216.29,81.42,7.56,95.73,61.88,131.99,8.95,37.04,25,6,3.08,13.8,27.44,831.24,11.96,55.93,8.92,45.25,Eagle Ford,Lower Eagle Ford,FALSE,4,4.523258076,1.217377293,4
133,Public,3998,C04,B06,35,4000.92,,3990.92,0.46,0.65,1.48,9.57,0.36,1.41,0.22,23.31,0.07,177.66,1.02,111,556.84,73.35,5.3,110.42,69.29,178.53,9.24,25.43,25,6,3.44,19.96,24.9,1048.57,13.98,35.92,6.78,58.1,Eagle Ford,Lower Eagle Ford,FALSE,4,3.608912257,0.285711371,4
144,Public,3998,C04,B06,57,4002.75,,3992.75,0.51,0.29,1.55,12.31,0.29,1.38,0.22,19.12,0.08,162.05,1.19,111,701.23,89.88,4.47,113.97,70.07,137.53,8.09,35.53,25,6,2.93,10.07,29.76,906.57,11.52,32.66,6.24,69.79,Eagle Ford,Lower Eagle Ford,FALSE,4,3.941912661,-0.249002262,4
145,Public,3998,C04,B06,59,4002.92,,3992.92,0.47,0.9,1.62,9.72,0.31,1.34,0.23,20.87,0.08,172.7,1.28,171.79,548.87,63.35,4.51,127.97,66.09,163,9.52,33.84,25,6,2.95,13.79,23.21,956.05,7.69,29.91,7.09,92.14,Eagle Ford,Lower Eagle Ford,FALSE,4,3.764383796,-0.764740209,4
212,Public,4008,C04,B07,85,4015.08,,4005.08,0.64,0.15,1.18,15.03,0.23,0.83,0.16,14.13,0.06,189.25,0.72,111,738.25,90.02,5.71,125,47.54,162.18,9.92,18.84,25,6,2.64,13.3,16.71,821.88,7.95,16.32,5.37,111.13,Eagle Ford,Lower Eagle Ford,FALSE,4,2.060711645,1.647560717,4
218,Public,4008,C04,B07,97,4016.08,,4006.08,0.43,0.64,1.81,13.51,0.5,1.11,0.25,20.54,0.08,188.12,0.96,111,689.07,73.73,3.91,109.85,56.48,128.66,9.84,22.79,25,6,3.57,17.41,32.56,969.53,13.43,27.16,7.24,95.6,Eagle Ford,Lower Eagle Ford,FALSE,4,4.335610825,0.07393014,4
226,Public,4008,C04,B07,113,4017.42,,4007.42,0.43,0.89,2.04,12.59,0.23,1.23,0.29,21.01,0.07,164.62,1.03,286.24,762.16,65.02,4.5,130.54,55.02,116.27,9.9,26.04,25,6,3.74,25.44,23.44,926.52,9.07,40.56,5.91,136.98,Eagle Ford,Lower Eagle Ford,FALSE,4,4.440274088,0.489038095,4
235,Public,4018,C04,B08,15,4019.25,,4009.25,0.45,0.79,2.03,13.08,0.26,1.31,0.2,20.3,0.07,170.68,1.13,111,951.3,69.82,4.99,116.9,61.11,109.77,8.04,32.07,25,6,2.66,10.03,22,919.2,8.83,39.56,8.33,106.24,Eagle Ford,Lower Eagle Ford,FALSE,4,3.477565012,-0.126832408,4
236,Public,4018,C04,B08,17,4019.42,,4009.42,0.48,1.23,1.93,17.82,0.28,1.26,0.33,16.42,0.09,182.13,0.97,111,1307.27,83.47,4.95,167.55,81.49,271.92,9.24,29.78,25,6,3.68,27.7,21.37,608.27,14.46,56.66,7,184.89,Eagle Ford,Lower Eagle Ford,FALSE,4,6.974209861,1.835349084,4
237,Public,4018,C04,B08,19,4019.58,,4009.58,0.48,0.81,1.36,15.82,0.32,1.13,0.18,18.03,0.06,171.54,0.87,319,896.21,82.9,5.04,130.93,66.47,187.87,7.75,26.22,25,6,2.94,20.27,15.78,705.83,9.81,37.91,6.98,144.47,Eagle Ford,Lower Eagle Ford,FALSE,4,3.950612263,1.129946002,4
241,Public,4018,C04,B08,31,4020.58,,4010.58,0.53,0.92,1.5,19.73,0.27,1.48,0.19,13.63,0.07,198.22,0.92,111,1145.51,84,4.99,186.39,69.48,210.35,8.67,25.75,25,6,2.99,16.25,26.43,560.75,7.61,49.36,5.65,192.19,Eagle Ford,Lower Eagle Ford,FALSE,4,5.005061014,0.774136921,4
245,Public,4018,C04,B08,39,4021.25,,4011.25,0.51,0.77,1.83,16.07,0.24,1.06,0.23,16.83,0.07,193.68,0.9,111,1016.77,68.11,5.5,153.35,63.87,122.66,7.36,25.77,25,6,2.89,15.4,21.32,683.24,10.34,46.75,5.04,149.49,Eagle Ford,Lower Eagle Ford,FALSE,4,3.353028525,1.244275879,4
246,Public,4018,C04,B08,41,4021.42,,4011.42,0.44,0.81,1.7,15.55,0.31,1.15,0.2,17.86,0.05,183.26,0.88,111,955.57,76.99,5.51,156.39,66.09,163.8,6,30.15,25,6,2.72,16.86,14.72,674.34,11.06,36.24,6.76,174.89,Eagle Ford,Lower Eagle Ford,FALSE,4,3.441185555,0.964796383,4
248,Public,4018,C04,B08,45,4021.75,,4011.75,0.5,0.9,1.72,13.66,0.19,1.09,0.22,20.62,0.07,186.26,1,111,811.67,61.78,5.77,116.78,50.13,100.75,6.81,30.7,25,6,2.76,19.31,10,713.11,7.29,31.93,5,118.36,Eagle Ford,Lower Eagle Ford,FALSE,4,2.094698368,1.320760276,4
252,Public,4018,C04,B08,53,4022.42,,4012.42,0.42,1.2,2.2,12.12,0.25,1.38,0.28,21.21,0.09,194.75,1.23,111,746.67,66.62,5,151.08,66.18,130.01,10.52,32.24,25,6,3.15,19.23,19.38,707.98,12.84,66.14,6.17,156.33,Eagle Ford,Lower Eagle Ford,FALSE,4,4.826987619,1.309884126,4
254,Public,4018,C04,B08,57,4022.75,,4012.75,0.51,0.65,2.19,17.74,0.26,1.33,0.25,15.74,0.08,193.23,1.12,111,748.83,86.49,3.49,115.91,49.92,113.38,10.03,24.39,25,6,3.19,21.49,18.83,597.27,12.29,67.36,5.39,135.28,Eagle Ford,Lower Eagle Ford,FALSE,4,4.820544019,2.651048651,4
255,Public,4018,C04,B08,59,4022.92,,4012.92,0.46,0.7,2.23,15.27,0.24,1.47,0.23,17.68,0.08,199.3,1.01,111,723.89,79.15,5.08,106.45,52.52,149.78,9.13,22.83,25,6,2.5,13.46,14.06,753.08,14.23,56.33,7.35,108.86,Eagle Ford,Lower Eagle Ford,FALSE,4,3.585141049,2.203038873,4
257,Public,4018,C04,B08,63,4023.25,,4013.25,0.55,0.63,1.94,17.22,0.42,0.94,0.19,16.71,0.06,216.85,0.75,111,631.83,95.49,5.69,106.22,43.52,106.28,10.13,23.31,25,6,2.79,14.39,22.29,698.43,19.6,84.44,7.44,116.51,Eagle Ford,Lower Eagle Ford,FALSE,4,3.839165311,3.91480048,4
258,Public,4018,C04,B08,65,4023.42,,4013.42,0.51,0.91,3,20.99,0.28,1.27,0.25,12.07,0.1,226.4,1.02,111,732.18,104.53,5.41,90.37,43.53,120.86,11.67,23.27,25,6,2.83,20.98,11.61,474.43,13.45,124.78,7.92,98.03,Eagle Ford,Lower Eagle Ford,FALSE,4,5.540645511,5.558016934,4
268,Public,4018,C04,B08,91,4025.58,,4015.58,0.58,0.53,4.22,17.12,0.22,1.27,0.33,13.44,0.11,194.9,1.05,274.11,735.59,91.82,5.76,108.66,46.08,119.69,11.87,28.67,25,6,3.26,25.09,14.24,526.23,10.07,111.05,7.43,124.63,Eagle Ford,Lower Eagle Ford,FALSE,4,6.465439408,5.067913321,4
269,Public,4018,C04,B08,93,4025.75,,4015.75,0.52,0.68,1.68,19.78,0.28,1.27,0.22,13.48,0.07,195.92,1.01,111,865.31,112.14,5.91,121.03,52.47,117.07,7.97,24.07,25,6,3.18,23.11,18.94,519.42,10.11,48.06,6.16,140.6,Eagle Ford,Lower Eagle Ford,FALSE,4,4.425251063,2.968426843,4
270,Public,4018,C04,B08,95,4025.92,,4015.92,0.59,0.26,1.48,16.81,0.21,0.92,0.18,15.14,0.05,194.72,0.75,111,754.76,87.69,6.46,99.7,41.94,72.53,6.14,16.23,25,6,2.76,16.61,18.29,633.78,10.71,35.8,5,99.69,Eagle Ford,Lower Eagle Ford,FALSE,4,1.521591957,2.839747351,4
271,Public,4018,C04,B08,97,4026.08,,4016.08,0.53,0.64,1.5,13.66,0.23,1.15,0.23,19.91,0.07,179.39,1.02,111,874.57,75.79,4.97,140.77,63.28,158.3,9.43,21.87,25,6,3.04,17.15,21.17,738.26,12.92,43.31,6.44,141.13,Eagle Ford,Lower Eagle Ford,FALSE,4,3.864218173,1.334955807,4
272,Public,4018,C04,B08,99,4026.25,,4016.25,0.57,0.04,1.39,11.2,0.22,0.92,0.2,18.53,0.06,181.98,0.84,111,831.34,53.6,4.06,110.14,48.23,93.04,6,24.32,25,6,2.89,15.89,21.01,784.8,10.72,27.58,6.17,119.61,Eagle Ford,Lower Eagle Ford,FALSE,4,1.954057669,0.901476632,4
273,Public,4018,C04,B08,101,4026.42,,4016.42,0.41,0.97,1.92,12.27,0.34,1.29,0.24,21.67,0.09,203.58,1.13,111,958.07,53.38,4.76,109.83,54.15,113.1,9.41,27.96,25,6,2.63,10.53,21.96,777.04,9.75,39.74,5.96,113.61,Eagle Ford,Lower Eagle Ford,FALSE,4,3.078088194,0.052569635,4
274,Public,4018,C04,B08,103,4026.58,,4016.58,0.53,0.79,1.48,15.95,0.24,1.04,0.18,18.13,0.05,194.09,0.87,111,738.63,85.08,5.95,103.06,48.86,100.44,6,21.36,25,6,2.94,19.02,16.68,796.52,9.72,27.05,5.58,87.4,Eagle Ford,Lower Eagle Ford,FALSE,4,1.906487179,1.801367138,4
278,Public,4018,C04,B08,111,4027.25,,4017.25,0.54,0.5,1.25,10.94,0.2,0.84,0.2,22.42,0.05,197.38,0.88,111,536.74,54.22,6.02,69.36,39.75,87.39,8.31,22.61,25,6,2.73,16.34,15.52,874.16,18.79,48.47,5,51.3,Eagle Ford,Lower Eagle Ford,FALSE,4,0.915743425,2.633156325,4
279,Public,4018,C04,B08,115,4027.58,,4017.58,0.5,0.59,2.26,17.24,0.29,1.15,0.23,16.31,0.08,192.38,1.03,111,753.08,92.57,5.77,111.63,48.04,99.95,9.77,24.66,25,6,2.68,17.68,11.89,659.31,17.1,89.84,6.98,105.5,Eagle Ford,Lower Eagle Ford,FALSE,4,4.205447811,4.033643031,4
281,Public,4018,C04,B08,119,4027.92,,4017.92,0.53,0.19,1.42,11.8,0.2,0.74,0.19,20.32,0.06,201.5,0.83,111,614.74,64.07,4.33,87.18,41.08,70.84,8.04,17.53,25,6,2.57,12.47,18.06,773.04,11.95,51.06,6.31,95.81,Eagle Ford,Lower Eagle Ford,FALSE,4,1.240483428,1.961798335,4
282,Public,4028,C04,B09,3,4028.25,,4018.25,0.55,0.66,1.62,14.62,0.23,0.93,0.23,18.64,0.06,196.17,0.9,111,688.5,92.06,4.24,90.04,44.56,87.15,8.8,25.62,25,6,2.88,17.38,17.06,727.89,11.27,55.28,6.19,92.38,Eagle Ford,Lower Eagle Ford,FALSE,4,2.877090884,2.514820172,4
283,Public,4028,C04,B09,5,4028.42,,4018.42,0.43,0.58,1.58,14.11,0.21,1.13,0.21,19.57,0.07,192.74,0.97,111,836.59,75.8,6.42,111.7,51.63,113.85,8.45,28.58,25,6,2.46,10.76,17.53,776.79,11.69,49.89,5.13,91.04,Eagle Ford,Lower Eagle Ford,FALSE,4,2.152823051,1.29918193,4
287,Public,4028,C04,B09,13,4029.08,,4019.08,0.49,0.58,1.94,13.09,0.28,1.27,0.2,19.8,0.08,175.11,1.11,111,903.21,58.16,5.07,130.07,56.33,121.04,6.42,28.87,25,6,2.84,13.97,22.14,696.93,11.59,61.6,6.96,119.83,Eagle Ford,Lower Eagle Ford,FALSE,4,3.506690994,0.980444108,4
